ID;Verein;Position;Elo;EAR-180;Elo-Rang;Elo-ID;Elo-Name
pl-k00126214;Belgien;DEFENDER;1935.1;-0.25;414;162007;M. De Cuyper
pl-k00126539;Kolumbien;MIDFIELDER;1881.2;1.64;609;13708;J. Arias
pl-k00126579;Ecuador;DEFENDER;2170.9;1.87;35;16367;W. Pacho
pl-k00126584;Ecuador;DEFENDER;1686.7;-0.25;1725;2583;A. Preciado
pl-k00126585;Ecuador;MIDFIELDER;1704.4;-0.25;1591;16360;A. Franco
pl-k00126589;Ecuador;MIDFIELDER;2007.1;5.68;244;116117;M. Caicedo
pl-k00126598;Kroatien;FORWARD;1626.5;1.19;2232;66055;P. Musa
pl-k00126697;Ecuador;MIDFIELDER;1441.6;1.16;4018;198347;A. Valencia
pl-k00126826;Uruguay;FORWARD;1668.8;-0.74;1871;70078;F. Pellistri
pl-k00126831;Argentinien;MIDFIELDER;2013.4;3.35;227;5996;E. Fernández
pl-k00126882;Uruguay;MIDFIELDER;1871.4;0.47;637;153083;E. Martínez
pl-k00126894;Paraguay;DEFENDER;1630.3;0.94;2198;195992;J. Cáceres
pl-k00128521;Kolumbien;MIDFIELDER;1889.7;2.61;579;195104;R. Rios
pl-k00128608;Südkorea;GOALKEEPER;1036.0;;8071;237217;Shin Song-Hun
pl-k00128763;Usbekistan;DEFENDER;1403.1;0.24;4402;34121;R. Ashurmatov
pl-k00128790;Schweiz;GOALKEEPER;1561.2;1.68;2840;123468;M. Keller
pl-k00128826;Usbekistan;MIDFIELDER;1459.0;0.0;3845;65576;J. Iskanderov
pl-k00128894;Südkorea;MIDFIELDER;1609.5;0.0;2385;34168;Kim Jin-Gyu
pl-k00128987;Portugal;DEFENDER;2344.9;3.06;2;41621;Matheus Nunes
pl-k00129004;Südkorea;DEFENDER;1736.4;3.08;1363;197985;Seol Young-Woo
pl-k00129073;Kolumbien;FORWARD;1300.5;0.21;5427;393877;Jorge Luis Rivaldo Pinto
pl-k00129218;Schweiz;MIDFIELDER;1773.6;-0.73;1132;264705;A. Jashari
pl-k00129278;Senegal;MIDFIELDER;1939.9;3.31;400;20696;P. Gueye
pl-k00129313;Kap Verde;MIDFIELDER;1460.5;-0.24;3830;265556;Telmo Arcanjo
pl-k00129317;Portugal;DEFENDER;2112.3;5.73;68;265595;Gonçalo Inácio
pl-k00129372;Kolumbien;DEFENDER;1833.7;0.91;824;13736;D. Muñoz
pl-k00129414;Belgien;DEFENDER;1806.4;-0.03;946;204043;A. Theate
pl-k00129425;Schottland;FORWARD;1728.9;-1.68;1413;8794;G. Hirst
pl-k00129671;Deutschland;DEFENDER;1747.2;1.16;1294;280074;N. Brown
pl-k00129904;Usbekistan;MIDFIELDER;1199.0;;6441;73424;Jasurbek Jaloliddinov
pl-k00130230;Brasilien;FORWARD;1985.5;-0.48;281;265785;Luiz Henrique
pl-k00130252;Österreich;MIDFIELDER;1936.1;1.34;411;7328;N. Seiwald
pl-k00130288;Mexiko;MIDFIELDER;1649.8;-0.25;2021;212233;B. Gutiérrez
pl-k00130356;Frankreich;DEFENDER;1884.0;1.4;598;20995;M. Lacroix
pl-k00130453;Schottland;DEFENDER;1578.1;0.2;2683;19987;D. Hyam
pl-k00130586;Kroatien;MIDFIELDER;1661.9;-0.48;1926;7332;L. Sučić
pl-k00130739;Elfenbeinküste;DEFENDER;1739.0;2.12;1347;135068;E. Agbadou
pl-k00130790;Türkei;MIDFIELDER;2006.8;1.43;245;214463;İ. Yüksek
pl-k00130792;Senegal;FORWARD;1758.8;-0.01;1217;14379;C. Ndiaye
pl-k00130795;Norwegen;MIDFIELDER;1956.5;3.11;367;39064;P. Berg
pl-k00131106;Südkorea;FORWARD;1694.5;-0.97;1672;34710;Oh Hyeon-Gyu
pl-k00131344;Türkei;DEFENDER;1740.5;1.43;1337;278159;A. Kaplan
pl-k00131539;Kroatien;DEFENDER;2225.4;1.43;12;129033;J. Gvardiol
pl-k00131547;Tschechien;FORWARD;1618.9;-0.25;2300;66340;J. Kuchta
pl-k00131579;Haiti;FORWARD;1240.5;-1.68;6026;162733;R. Providence
pl-k00131658;Irak;MIDFIELDER;1285.2;0.0;5580;282065;Youssef Amyn
pl-k00131688;Bosnien-Herzegowina;DEFENDER;1782.1;0.22;1081;7318;A. Dedić
pl-k00131702;Kroatien;DEFENDER;1709.2;-0.25;1550;14701;J. Šutalo
pl-k00131780;Türkei;FORWARD;2024.5;0.72;204;142959;K. Aktürkoğlu
pl-k00131834;Ecuador;GOALKEEPER;1581.8;0.24;2648;16380;H. Galíndez
pl-k00131847;Irak;MIDFIELDER;1056.6;0.0;7865;100079;P. Gwargis
pl-k00131854;England;MIDFIELDER;1930.6;4.76;431;138908;E. Anderson
pl-k00131930;Schweiz;MIDFIELDER;1789.1;-0.25;1041;163032;F. Rieder
pl-k00131945;Frankreich;DEFENDER;2051.6;-0.74;148;161907;M. Gusto
pl-k00132051;Brasilien;MIDFIELDER;1773.6;1.41;1132;275170;Danilo
pl-k00132098;Belgien;DEFENDER;1752.9;0.7;1254;162141;K. De Winter
pl-k00132107;Marokko;MIDFIELDER;2005.3;1.9;247;161897;I. Saibari
pl-k00132159;Ghana;DEFENDER;1412.7;0.48;4306;191240;M. Senaya
pl-k00132220;Tschechien;MIDFIELDER;1486.9;1.66;3569;290212;D. Višinský
pl-k00132314;Paraguay;FORWARD;1647.6;-0.72;2040;70670;I. Pitta
pl-k00132423;Paraguay;GOALKEEPER;1403.6;0.0;4397;51733;G. Olveira
pl-k00132544;Haiti;GOALKEEPER;899.5;;9435;174768;A. Pierre
pl-k00132694;Australien;DEFENDER;1779.1;1.42;1098;337587;J. Bos
pl-k00132741;Elfenbeinküste;FORWARD;1747.4;-0.03;1292;162707;E. Wahi
pl-k00132788;Schweden;DEFENDER;1860.8;-0.25;682;47985;E. Holm
pl-k00132797;Norwegen;DEFENDER;1925.2;1.16;443;39058;F. Bjørkan
pl-k00132802;Tunesien;FORWARD;1556.3;-1.21;2886;57518;S. Tounekti
pl-k00132816;Kroatien;MIDFIELDER;1875.8;3.35;625;295026;M. Baturina
pl-k00133004;Spanien;FORWARD;2013.8;-0.98;226;183799;Nico Williams
pl-k00133116;Uruguay;MIDFIELDER;1814.8;0.23;906;51494;M. Ugarte
pl-k00133182;Ecuador;DEFENDER;1573.9;-0.49;2722;68113;J. Hurtado
pl-k00133238;Portugal;FORWARD;1824.6;0.67;863;161585;Francisco Conceição
pl-k00133267;Katar;FORWARD;1105.9;0.0;7372;42089;Mohammed Muntari
pl-k00133274;Ghana;MIDFIELDER;1480.8;-0.49;3629;353609;I. Sulemana
pl-k00133304;Mexiko;FORWARD;2028.7;2.4;191;35532;J. Quiñones
pl-k00133309;Ägypten;GOALKEEPER;416.9;-0.24;13396;337975;Ramadan Mostafa
pl-k00133310;Ägypten;DEFENDER;1450.3;2.11;3931;2654;Mohamed Hany
pl-k00133311;Ägypten;DEFENDER;1402.8;2.34;4405;16804;Yasser Ibrahim
pl-k00133370;Curacao;FORWARD;1443.4;1.16;4000;163220;J. Antonisse
pl-k00133399;Österreich;DEFENDER;1750.0;1.62;1274;126640;D. Affengruber
pl-k00133422;Senegal;FORWARD;1902.2;-0.3;534;18592;I. Ndiaye
pl-k00133439;Südkorea;DEFENDER;1175.7;;6674;34304;Ye-Sung Kim
pl-k00133529;Senegal;FORWARD;1421.5;;4219;460859;M.Dieng
pl-k00133547;Belgien;DEFENDER;1967.8;1.19;333;304228;Z. Debast
pl-k00133569;Japan;GOALKEEPER;1825.8;2.88;859;304782;T. Hayakawa
pl-k00133609;Österreich;MIDFIELDER;1347.1;-0.96;4962;138935;C. Chukwuemeka
pl-k00133745;Südkorea;DEFENDER;587.0;;12417;452374;I. Lee
pl-k00133783;Norwegen;MIDFIELDER;1867.5;2.87;653;301528;A. Schjelderup
pl-k00133786;Schweden;DEFENDER;1980.7;-2.42;296;198654;D. Svensson
pl-k00133862;Australien;MIDFIELDER;1658.6;1.19;1948;269539;P. Yazbek
pl-k00133883;Südkorea;DEFENDER;1469.6;-0.24;3741;34239;Cho Yu-Min
pl-k00133933;USA;GOALKEEPER;1757.0;-0.24;1228;266606;C. Brady
pl-k00133968;Kanada;MIDFIELDER;1633.8;0.92;2167;294824;N. Saliba
pl-k00134174;Bosnien-Herzegowina;MIDFIELDER;1384.1;0.48;4592;162222;I. Bašić
pl-k00134218;Tunesien;MIDFIELDER;1487.9;0.0;3559;310196;Ismaël Gharbi
pl-k00134234;Elfenbeinküste;FORWARD;1813.4;-2.41;913;301771;S. Adingra
pl-k00134321;Paraguay;MIDFIELDER;1686.4;-1.2;1728;195107;D. Bobadilla
pl-k00134333;Paraguay;MIDFIELDER;1800.3;-1.2;976;196298;R. Sosa
pl-k00134390;Paraguay;FORWARD;1502.2;1.62;3417;6483;G. Ávalos
pl-k00134479;Bosnien-Herzegowina;DEFENDER;1784.2;1.18;1068;271350;T. Muharemović
pl-k00134534;Australien;FORWARD;1501.1;-0.74;3428;312459;N. Velupillay
pl-k00134779;Belgien;DEFENDER;1804.4;1.17;957;312964;N. Ngoy
pl-k00135031;Türkei;FORWARD;1047.4;;7957;504067;A. Güler
pl-k00135040;Bosnien-Herzegowina;FORWARD;1475.8;0.23;3679;77037;J. Lukić
pl-k00135043;Senegal;DEFENDER;1710.5;-0.24;1543;313937;A. Mendy
pl-k00135245;Kap Verde;FORWARD;1614.8;-0.49;2338;113580;Willy Semedo
pl-k00135290;DR Kongo;GOALKEEPER;1505.0;0.72;3389;314509;M. Epolo
pl-k00135346;Schweiz;DEFENDER;1636.8;-0.49;2139;162414;A. Amenda
pl-k00135361;Südkorea;MIDFIELDER;1689.3;-0.53;1708;304958;Yang Hyun-Jun
pl-k00135484;Ghana;DEFENDER;1610.2;0.46;2379;196187;A. Seidu
pl-k00135506;Ecuador;FORWARD;1446.1;-0.97;3973;16590;J. Caicedo
pl-k00135523;Türkei;DEFENDER;1764.6;2.13;1181;62490;S. Akaydin
pl-k00135740;Tunesien;MIDFIELDER;1704.3;-0.99;1592;199310;A. Ben Slimane
pl-k00135744;Türkei;FORWARD;1712.1;2.37;1528;161790;A. Şimşir
pl-k00135917;Irak;DEFENDER;1505.8;2.33;3381;271444;Merchas Doski
pl-k00136083;Schweiz;FORWARD;1575.7;0.0;2705;123469;Z. Amdouni
pl-k00136321;Panama;MIDFIELDER;1267.4;0.0;5757;57875;C. Yanis
pl-k00136322;Panama;FORWARD;1578.5;0.0;2679;51648;C. Waterman
pl-k00136435;Österreich;DEFENDER;1753.6;0.46;1250;7327;A. Prass
pl-k00136539;Curacao;MIDFIELDER;1263.1;4.06;5800;37461;K. Felida
pl-k00136686;Haiti;FORWARD;1381.9;-0.24;4614;128766;L. Deedson
pl-k00136687;Haiti;DEFENDER;1198.6;0.21;6445;190747;M. Expérience
pl-k00136731;Algerien;MIDFIELDER;1635.7;0.94;2150;83831;I. Kebbal
pl-k00136758;Ägypten;MIDFIELDER;1588.9;-0.96;2581;70535;Ibrahim Adel
pl-k00136761;Ägypten;MIDFIELDER;1498.4;2.11;3455;17269;Emam Ashour
pl-k00136773;Neuseeland;GOALKEEPER;1487.4;0.24;3564;94360;A. Paulsen
pl-k00136788;Australien;MIDFIELDER;1541.8;1.18;3027;288109;A. Robertson
pl-k00136888;Niederlande;GOALKEEPER;1936.6;0.72;409;194536;R. Roefs
pl-k00136965;Südafrika;MIDFIELDER;1468.1;4.53;3755;3287;T. Mokoena
pl-k00136970;Südafrika;FORWARD;1369.2;0.21;4741;201354;E. Makgopa
pl-k00137012;Saudi-Arabien;MIDFIELDER;1738.0;-0.48;1355;147812;Ayman Yahya
pl-k00137164;Haiti;FORWARD;1561.7;1.17;2835;21613;L. Joseph
pl-k00137173;Tunesien;FORWARD;1615.3;0.22;2333;42012;E. Achouri
pl-k00137174;Kap Verde;FORWARD;1256.8;-0.49;5863;309182;Gilson Benchimol
pl-k00137234;Mexiko;MIDFIELDER;1672.2;1.42;1843;313383;O. Vargas
pl-k00137302;Algerien;MIDFIELDER;1822.1;2.85;874;4408;A. Zorgane
pl-k00137656;Türkei;FORWARD;1495.4;-0.04;3484;61810;A. Oğuz
pl-k00137667;Türkei;FORWARD;1887.8;0.44;584;63274;B. Yılmaz
pl-k00137668;Tunesien;MIDFIELDER;1585.5;-0.28;2614;49469;M. Ben Ouanes
pl-k00137741;Ghana;DEFENDER;1610.6;-0.49;2375;3418;N. Opoku
pl-k00137760;Senegal;MIDFIELDER;1944.0;-0.53;392;327631;H. Diarra
pl-k00137800;Tunesien;FORWARD;1560.4;0.47;2847;323974;E. Saad
pl-k00138529;Deutschland;MIDFIELDER;2091.7;3.09;91;328033;A. Pavlović
pl-k00138530;Österreich;MIDFIELDER;1866.8;1.2;656;327895;P. Wanner
pl-k00138680;Curacao;MIDFIELDER;1296.9;-2.44;5463;162199;A. Martha
pl-k00138684;Kanada;MIDFIELDER;1735.8;2.61;1369;328046;I. Koné
pl-k00138719;Argentinien;MIDFIELDER;2004.9;-0.76;248;323935;G. Simeone
pl-k00138744;Spanien;MIDFIELDER;2075.0;-0.25;108;296667;Gavi
pl-k00138868;Irak;MIDFIELDER;1336.3;1.67;5070;48129;A. Sher
pl-k00139020;Bosnien-Herzegowina;FORWARD;1343.2;0.2;5001;314377;S. Baždar
pl-k00139075;Iran;MIDFIELDER;1579.2;0.22;2672;134217;M. Mohebi
pl-k00139246;Tunesien;MIDFIELDER;1505.1;-0.01;3388;67195;H. Mahmoud
pl-k00139251;Jordanien;DEFENDER;920.0;;9230;409515;Ali Ahmad Hajabi
pl-k00139300;Ghana;MIDFIELDER;1392.2;1.42;4511;337426;A. Boakye
pl-k00139302;Algerien;FORWARD;1668.2;-0.76;1875;200139;M. Amoura
pl-k00139304;Niederlande;DEFENDER;1962.6;-0.98;351;152849;M. van de Ven
pl-k00139305;Norwegen;MIDFIELDER;1983.8;0.72;288;314511;A. Nusa
pl-k00139390;Südkorea;FORWARD;1772.4;-2.65;1141;34211;Cho Gue-Sung
pl-k00140879;Frankreich;FORWARD;2027.6;2.57;194;161904;B. Barcola
pl-k00140950;Marokko;DEFENDER;1370.8;-0.48;4725;326183;R. Halhal
pl-k00140953;Elfenbeinküste;FORWARD;1749.9;-2.16;1275;275651;A. Bonny
pl-k00141046;Türkei;MIDFIELDER;1649.6;0.72;2023;336570;E. Tıknaz
pl-k00141102;Senegal;FORWARD;2088.9;-0.24;97;283058;N. Jackson
pl-k00141182;Iran;DEFENDER;1598.2;0.0;2492;29704;S. Khalilzadeh
pl-k00141184;Iran;DEFENDER;1432.7;0.24;4107;136880;Saleh Hardani
pl-k00141205;Norwegen;GOALKEEPER;1421.6;0.24;4218;264378;S. Tangvik
pl-k00141214;Schweden;DEFENDER;1883.9;0.91;599;137721;G. Lagerbielke
pl-k00141222;Irak;MIDFIELDER;876.5;;9663;159178;Hiran Ahmed
pl-k00141224;Schweden;MIDFIELDER;1559.5;-0.01;2856;47696;A. Bernhardsson
pl-k00141284;Frankreich;FORWARD;1876.7;1.91;623;274300;M. Akliouche
pl-k00141360;Türkei;FORWARD;1878.9;3.79;615;339883;K. Yıldız
pl-k00141367;Belgien;FORWARD;1850.0;-0.5;734;335056;Diego Moreira
pl-k00141370;Portugal;MIDFIELDER;2183.0;3.06;31;335051;João Neves
pl-k00141474;Mexiko;FORWARD;1838.9;-0.25;791;94562;S. Giménez
pl-k00141476;Mexiko;MIDFIELDER;1908.7;0.45;503;266345;É. Lira
pl-k00141489;Usbekistan;FORWARD;1372.1;0.0;4712;72128;I. Sergeev
pl-k00141559;Marokko;FORWARD;1864.0;4.02;669;181421;A. Ezzalzouli
pl-k00141673;Australien;MIDFIELDER;1534.3;-0.74;3102;338014;N. Irankunda
pl-k00143231;Australien;DEFENDER;1720.1;1.17;1472;348568;A. Circati
pl-k00143329;Belgien;GOALKEEPER;1801.4;2.16;970;340151;M. Penders
pl-k00143335;Irak;MIDFIELDER;1431.2;0.0;4122;284295;Zidane Iqbal
pl-k00143407;Schweiz;DEFENDER;1691.1;0.22;1696;349344;L. Jaquez
pl-k00143445;Brasilien;DEFENDER;974.6;;8685;197315;Wesley
pl-k00143483;England;DEFENDER;1951.5;-0.04;376;158698;J. Quansah
pl-k00143488;Spanien;DEFENDER;1884.5;3.52;595;295793;Marc Pubill
pl-k00143512;Schottland;MIDFIELDER;1606.4;0.0;2415;343576;B. Doak
pl-k00143529;Ägypten;DEFENDER;1610.8;0.0;2373;196343;Mohamed Abdelmonem
pl-k00143532;Ägypten;MIDFIELDER;1435.5;3.32;4079;16841;Mohanad Lasheen
pl-k00143569;Neuseeland;DEFENDER;1542.3;1.44;3022;210165;F. Surman
pl-k00143575;Marokko;FORWARD;1679.6;0.0;1786;36579;S. Rahimi
pl-k00143579;Kap Verde;DEFENDER;1488.7;1.9;3551;142016;João Paulo
pl-k00143659;Ghana;MIDFIELDER;1578.1;0.44;2683;303467;A. Fatawu
pl-k00143899;Elfenbeinküste;FORWARD;1409.6;-0.49;4337;334429;O. Diakité
pl-k00143945;Haiti;MIDFIELDER;1471.6;1.64;3721;338367;D. Jean-Jacques
pl-k00144041;Brasilien;FORWARD;1706.0;1.66;1578;377122;Endrick
pl-k00144238;Saudi-Arabien;MIDFIELDER;1835.5;1.92;813;306380;Musab Al Juwayr
pl-k00144265;Australien;GOALKEEPER;1477.9;0.0;3658;353883;P. Beach
pl-k00144394;Japan;DEFENDER;1622.0;-0.01;2270;351014;J. Suzuki
pl-k00144510;Südkorea;DEFENDER;1521.8;0.21;3222;99211;Park Jin-Seop
pl-k00144518;Frankreich;FORWARD;2046.1;3.58;156;343027;D. Doué
pl-k00144561;USA;DEFENDER;1631.1;0.71;2192;355994;A. Freeman
pl-k00144605;Kanada;FORWARD;1659.7;-0.96;1941;351587;T. Oluwaseyi
pl-k00144663;Marokko;MIDFIELDER;1900.8;2.38;538;340573;B. El Khannouss
pl-k00144754;Portugal;DEFENDER;1610.6;0.67;2375;161702;Danilo Veiga
pl-k00144841;Paraguay;MIDFIELDER;2055.8;-0.73;140;278370;D. Gómez
pl-k00144871;Argentinien;DEFENDER;1374.1;0.0;4692;414480;Juan Valentín Giménez
pl-k00145410;Ecuador;DEFENDER;2029.2;1.16;189;354027;J. Ordoñez
pl-k00145425;Ecuador;MIDFIELDER;1467.2;-0.24;3764;16465;K. Minda
pl-k00145451;Kanada;MIDFIELDER;1362.3;-0.48;4810;284061;M. Flores
pl-k00145456;Mexiko;GOALKEEPER;1435.1;-0.96;4083;35769;C. Acevedo
pl-k00145459;Mexiko;DEFENDER;1903.0;0.96;529;127227;I. Reyes
pl-k00145558;Paraguay;MIDFIELDER;1532.2;0.44;3122;305832;M. Galarza
pl-k00145676;Ghana;FORWARD;1689.6;0.0;1706;350856;E. Nuamah
pl-k00145875;Kanada;MIDFIELDER;1821.6;0.46;876;362145;A. Ahmed
pl-k00145891;DR Kongo;MIDFIELDER;2072.9;0.68;117;365331;N. Sadiki
pl-k00146045;Marokko;FORWARD;1790.0;-0.74;1035;336659;C. Talbi
pl-k00146190;Senegal;DEFENDER;1871.0;-0.26;639;276184;M. Sarr
pl-k00146196;Frankreich;MIDFIELDER;2067.2;0.66;126;336657;W. Zaïre-Emery
pl-k00146292;Türkei;FORWARD;1131.8;;7113;302370;A. Uzun
pl-k00146999;Schweden;DEFENDER;1593.5;-0.73;2537;47903;H. Ekdal
pl-k00147020;Algerien;DEFENDER;1658.2;0.72;1952;271539;J. Hadjam
pl-k00147223;Mexiko;MIDFIELDER;1597.8;0.0;2496;35690;L. Chávez
pl-k00147419;Ecuador;FORWARD;1650.2;-0.96;2019;311543;N. Angulo
pl-k00147623;Curacao;FORWARD;1635.3;2.12;2153;195067;J. Margaritha
pl-k00147672;Tschechien;DEFENDER;1683.2;2.14;1756;128793;D. Jurásek
pl-k00147673;Tschechien;DEFENDER;1675.2;1.66;1819;66214;D. Douděra
pl-k00147699;Tschechien;MIDFIELDER;1544.1;2.79;3004;162194;L. Červ
pl-k00147716;Tschechien;FORWARD;1617.3;0.47;2315;66275;M. Chytil
pl-k00147775;Tschechien;DEFENDER;1512.3;1.43;3317;337740;Š. Chaloupek
pl-k00147820;Elfenbeinküste;DEFENDER;2007.5;2.58;241;354753;O. Diomande
pl-k00147890;Tschechien;DEFENDER;1770.8;1.17;1149;162964;R. Hranáč
pl-k00147896;Algerien;DEFENDER;1586.5;-0.25;2604;20869;S. Chergui
pl-k00147948;Elfenbeinküste;GOALKEEPER;1520.2;1.2;3238;277046;M. Koné
pl-k00147960;Haiti;FORWARD;1515.8;0.21;3282;174915;J. Casimir
pl-k00148046;DR Kongo;DEFENDER;1438.1;-0.24;4053;199767;S. Kapuadi
pl-k00148180;DR Kongo;DEFENDER;1500.1;0.0;3438;24245;G. Kalulu
pl-k00148187;Algerien;MIDFIELDER;1786.5;-0.99;1054;276670;F. Chaïbi
pl-k00148545;Algerien;FORWARD;1593.0;0.47;2542;292924;A. Benbouali
pl-k00148588;Norwegen;MIDFIELDER;1618.7;2.12;2302;277930;T. Aasgaard
pl-k00148743;DR Kongo;GOALKEEPER;1452.5;1.68;3909;24012;L. Mpasi
pl-k00148899;Curacao;DEFENDER;1421.6;0.93;4218;353808;Deveron Fonville
pl-k00149092;Elfenbeinküste;GOALKEEPER;1690.8;-0.48;1698;64190;Y. Fofana
pl-k00149093;Algerien;MIDFIELDER;1638.6;-0.24;2122;20692;H. Abdelli
pl-k00149102;Frankreich;GOALKEEPER;1703.0;-0.72;1602;347211;R. Risser
pl-k00149128;Kap Verde;MIDFIELDER;1710.6;0.94;1542;96512;Kevin Pina
pl-k00149146;Algerien;MIDFIELDER;1780.6;1.86;1089;380587;I. Maza
pl-k00149335;Niederlande;MIDFIELDER;2071.7;-1.44;119;92993;M. Wieffer
pl-k00149496;Kap Verde;FORWARD;1347.2;-1.45;4961;343287;D. Livramento
pl-k00149895;Algerien;DEFENDER;1540.6;1.83;3039;284935;M. Dorval
pl-k00150098;Elfenbeinküste;DEFENDER;1883.8;1.17;600;161747;G. Doué
pl-k00150138;Bosnien-Herzegowina;MIDFIELDER;1582.5;1.39;2641;329409;E. Bajraktarevic
pl-k00150653;Norwegen;MIDFIELDER;1492.1;-0.26;3517;278133;Oscar Bobb
pl-k00150687;Schweden;DEFENDER;1927.2;1.63;439;137976;I. Hien
pl-k00150715;Brasilien;FORWARD;1171.5;;6716;311404;Pedro Igor
pl-k00150818;Ghana;FORWARD;1712.0;-0.49;1529;82090;B. Thomas-Asante
pl-k00150839;Schweden;GOALKEEPER;1693.5;0.24;1679;48033;J. Widell Zetterström
pl-k00151785;Saudi-Arabien;DEFENDER;1908.2;0.94;506;44507;Ali Lajami
pl-k00151824;Ecuador;GOALKEEPER;1426.7;0.0;4167;16642;G. Valle
pl-k00151835;Marokko;DEFENDER;1521.6;-0.97;3224;278898;C. Riad
pl-k00151939;England;MIDFIELDER;2015.5;1.65;224;284322;K. Mainoo
pl-k00151949;Bosnien-Herzegowina;MIDFIELDER;1524.8;-0.01;3194;264094;B. Tahirović
pl-k00151950;Kanada;GOALKEEPER;1547.3;-1.2;2973;284554;O. Goodman
pl-k00151955;Schweden;MIDFIELDER;2029.7;0.22;188;265820;Y. Ayari
pl-k00151994;Saudi-Arabien;GOALKEEPER;1888.1;0.0;583;193288;Nawaf Al Aqidi
pl-k00151999;Katar;MIDFIELDER;1466.8;0.24;3768;200981;Jassem Gaber
pl-k00152040;Argentinien;MIDFIELDER;1939.9;1.18;400;350037;N. Paz
pl-k00152043;England;DEFENDER;2090.9;0.22;95;307123;N. O'Reilly
pl-k00152134;Argentinien;FORWARD;1106.7;;7364;70807;Martín José Giménez
pl-k00152144;Niederlande;DEFENDER;1977.5;-1.25;304;341642;J. Hato
pl-k00152225;Schweden;MIDFIELDER;1417.5;1.19;4258;350850;B. Zeneli
pl-k00152229;Saudi-Arabien;DEFENDER;1720.9;0.21;1465;383175;Zakaria Al Hawsawi
pl-k00152337;Ecuador;FORWARD;1680.7;-1.45;1777;361966;K. Rodríguez
pl-k00152382;Norwegen;GOALKEEPER;1590.7;0.72;2563;39082;E. Selvik
pl-k00152578;Haiti;MIDFIELDER;1062.1;-0.49;7810;194242;D. Simon
pl-k00152897;DR Kongo;MIDFIELDER;1799.4;-1.96;982;375598;N. Mukau
pl-k00153055;Elfenbeinküste;MIDFIELDER;1497.8;1.18;3460;263228;P. Guiagon
pl-k00153445;Kolumbien;FORWARD;1675.3;0.69;1818;345748;A. Gómez
pl-k00153481;Kolumbien;MIDFIELDER;1669.4;2.58;1866;324034;G. Puerta
pl-k00153492;Schweden;MIDFIELDER;1789.9;-1.44;1036;347316;L. Bergvall
pl-k00153529;Ghana;DEFENDER;1471.4;1.19;3723;369425;J. Adjetey
pl-k00153553;Ägypten;MIDFIELDER;1521.2;3.58;3228;190575;Marwan Attia
pl-k00153662;Japan;MIDFIELDER;1840.7;2.11;780;33889;K. Sano
pl-k00153748;Curacao;MIDFIELDER;1510.2;-0.28;3338;406846;T. Noslin
pl-k00153779;Schweiz;MIDFIELDER;1732.9;2.85;1391;406244;J. Manzambi
pl-k00154062;Belgien;FORWARD;1783.7;-1.44;1069;340077;M. Fernandez-Pardo
pl-k00154134;USA;DEFENDER;1543.8;1.66;3007;362400;M. Arfsten
pl-k00154861;Mexiko;MIDFIELDER;1993.7;1.68;264;35981;M. Ruiz
pl-k00155533;Senegal;MIDFIELDER;1897.0;3.28;552;374058;L. Camara
pl-k00155566;Ghana;GOALKEEPER;1114.2;-0.48;7289;392258;P. Reverson
pl-k00155772;Spanien;FORWARD;2253.5;6.22;9;386828;Lamine Yamal
pl-k00155823;Kroatien;DEFENDER;1702.6;2.37;1606;387521;L. Vušković
pl-k00155858;Ecuador;DEFENDER;1624.5;0.44;2248;306940;Y. Medina
pl-k00155860;Ecuador;MIDFIELDER;1613.0;-0.49;2355;406303;K. Páez
pl-k00155868;Kroatien;MIDFIELDER;1953.3;0.93;372;348205;P. Sučić
pl-k00156015;Deutschland;MIDFIELDER;1857.2;0.46;699;494131;L. Karl
pl-k00156130;Brasilien;FORWARD;1853.5;0.24;719;407806;Rayan
pl-k00156476;Panama;DEFENDER;1841.9;1.17;773;57739;J. Córdoba
pl-k00156642;Ecuador;GOALKEEPER;1534.9;0.48;3096;354318;L. Loor
pl-k00156656;Ecuador;MIDFIELDER;1634.1;-0.26;2164;338045;D. Castillo
pl-k00156668;Usbekistan;DEFENDER;2062.3;2.84;133;360114;A. Khusanov
pl-k00156671;Usbekistan;DEFENDER;1214.2;;6289;358427;J. Urozov
pl-k00156680;Usbekistan;MIDFIELDER;1184.1;;6590;363723;S. Esanov
pl-k00156869;Südkorea;MIDFIELDER;1531.7;-1.7;3127;357286;Bae Jun-Ho
pl-k00157020;Spanien;DEFENDER;2213.8;4.05;16;396623;Pau Cubarsí Paredes
pl-k00157077;Irak;MIDFIELDER;779.7;;10624;490292;Sajjad Jasim
pl-k00157528;Norwegen;DEFENDER;1815.9;-0.5;902;265782;D. Møller Wolfe
pl-k00157538;Kanada;DEFENDER;1520.3;3.54;3237;416901;N. Sigur
pl-k00157541;Kroatien;MIDFIELDER;1613.4;1.42;2351;284869;T. Fruk
pl-k00157754;Belgien;DEFENDER;1859.1;-1.95;688;375974;J. Seys
pl-k00157847;Kolumbien;MIDFIELDER;1648.6;-0.24;2031;289592;K. Castaño
pl-k00158117;Panama;FORWARD;1533.1;0.23;3114;292396;A. Londoño
pl-k00158296;Senegal;FORWARD;1714.3;-0.48;1513;400948;Assane Diao
pl-k00158506;Bosnien-Herzegowina;MIDFIELDER;1506.9;-0.75;3371;322101;A. Memić
pl-k00158727;Australien;DEFENDER;1751.3;2.84;1264;20457;C. Burgess
