ID;Verein;Position;Elo;EAR-180;z_Elo;z_EAR;Qualität;Pos-Rang im Team;Qualitäts-Multiplikator (Basis);Qualitäts-Multiplikator;exp_games;Erwartete Spiele (Qualität);exp_gd;Erwartete Tordifferenz (Qualität)
pl-k00119808;Algerien;MIDFIELDER;1823.7;2.11;0.568;0.8725;0.7202;2;0.5522;0.5522;3.705;2.0461;-2.846;-1.5717
pl-k00119829;Portugal;DEFENDER;2083.3;2.85;1.3182;1.554;1.4361;3;0.6878;0.6878;5.302;3.6468;3.99;2.7444
pl-k00120081;Elfenbeinküste;DEFENDER;1954.4;-1.45;0.8955;-1.6417;-0.3731;7;0.3164;0.1582;3.89;0.6154;-2.143;-0.339
pl-k00120099;Tschechien;DEFENDER;1701.0;0.0;0.0646;-0.5641;-0.2497;8;0.3417;0.1709;4.198;0.7173;-0.433;-0.074
pl-k00120125;Tschechien;MIDFIELDER;1401.4;2.59;-0.8925;1.2002;0.1538;5;0.4253;0.2127;4.198;0.8927;-0.433;-0.0921
pl-k00121256;DR Kongo;DEFENDER;1356.1;0.45;-1.0663;-0.2296;-0.6479;7;0.26;0.13;3.371;0.4382;-4.126;-0.5363
pl-k00121260;Senegal;DEFENDER;1476.2;0.0;-0.6725;-0.5641;-0.6183;9;0.2661;0.133;4.598;0.6117;0.171;0.0227
pl-k00121357;Schweden;FORWARD;1798.4;2.86;0.4787;1.8668;1.1728;1;0.6066;0.6066;3.796;2.3028;-2.337;-1.4177
pl-k00121878;Elfenbeinküste;FORWARD;1804.8;-0.72;0.4999;-0.7104;-0.1052;6;0.3503;0.1752;3.89;0.6814;-2.143;-0.3754
pl-k00121912;Tschechien;MIDFIELDER;1690.2;0.93;0.1063;0.0669;0.0866;7;0.4102;0.2051;4.198;0.8611;-0.433;-0.0888
pl-k00123095;Spanien;MIDFIELDER;1967.0;-1.22;1.0636;-1.4009;-0.1687;7;0.353;0.1765;6.547;1.1556;13.21;2.3317
pl-k00123112;Südkorea;MIDFIELDER;1108.1;;-1.9069;0.0;-0.9534;9;0.1771;0.0886;4.339;0.3843;0.171;0.0151
pl-k00123303;USA;FORWARD;1843.3;-0.49;0.6271;-0.5448;0.0412;3;0.3797;0.3797;3.74;1.4201;-2.316;-0.8794
pl-k00123383;Mexiko;DEFENDER;1703.2;0.92;0.0719;0.1197;0.0958;4;0.4127;0.2063;4.905;1.012;2.864;0.5909
pl-k00123466;Mexiko;MIDFIELDER;1776.3;0.71;0.4041;-0.0833;0.1604;6;0.4268;0.2134;4.905;1.0467;2.864;0.6111
pl-k00123544;Neuseeland;FORWARD;1408.7;1.43;-0.8092;0.8374;0.0141;1;0.3743;0.3743;3.48;1.3025;-3.434;-1.2853
pl-k00123545;Neuseeland;MIDFIELDER;1539.1;0.93;-0.4163;0.0669;-0.1747;5;0.3517;0.1758;3.48;0.6119;-3.434;-0.6038
pl-k00123553;Neuseeland;DEFENDER;1385.7;0.42;-0.9692;-0.2519;-0.6106;7;0.2677;0.1338;3.48;0.4657;-3.434;-0.4596
pl-k00123555;Neuseeland;MIDFIELDER;1657.5;-0.3;-0.0068;-0.7728;-0.3898;7;0.3035;0.1517;3.48;0.528;-3.434;-0.521
pl-k00123588;Ägypten;MIDFIELDER;1453.4;-0.26;-0.7127;-0.7455;-0.7291;6;0.2274;0.1137;3.951;0.4493;-1.446;-0.1644
pl-k00123602;Niederlande;GOALKEEPER;2144.3;0.47;1.6954;0.0041;0.8498;1;0.7072;0.7072;5.268;3.7255;3.773;2.6683
pl-k00123610;Spanien;MIDFIELDER;2365.2;3.6;2.4408;1.8897;2.1653;1;0.8761;0.8761;6.547;5.7357;13.21;11.5731
pl-k00123794;Senegal;MIDFIELDER;1914.7;0.22;0.8827;-0.4178;0.2324;5;0.4429;0.2215;4.598;1.0183;0.171;0.0379
pl-k00123844;Ecuador;DEFENDER;2109.2;-0.01;1.4031;-0.5715;0.4158;3;0.4784;0.4784;5.04;2.4109;4.088;1.9555
pl-k00123857;Ecuador;FORWARD;1517.6;0.95;-0.4493;0.4918;0.0213;3;0.3757;0.3757;5.04;1.8936;4.088;1.5359
pl-k00123858;Ecuador;MIDFIELDER;1730.6;0.72;0.246;-0.0765;0.0848;2;0.4098;0.4098;5.04;2.0655;4.088;1.6754
pl-k00123893;Haiti;MIDFIELDER;1052.5;0.0;-2.0992;-0.568;-1.3336;5;0.0919;0.046;3.218;0.1479;-5.302;-0.2438
pl-k00123957;Frankreich;FORWARD;2099.2;3.34;1.4728;2.2123;1.8426;2;0.741;0.741;6.141;4.5503;7.58;5.6166
pl-k00123960;Südkorea;DEFENDER;587.0;;-3.5881;0.0;-1.794;8;0.0247;0.0123;4.339;0.0536;0.171;0.0021
pl-k00123962;Südkorea;DEFENDER;587.0;;-3.5881;0.0;-1.794;9;0.0247;0.0123;4.339;0.0536;0.171;0.0021
pl-k00123977;Südkorea;MIDFIELDER;1658.4;0.19;-0.0037;-0.4383;-0.221;3;0.3413;0.3413;4.339;1.4809;0.171;0.0584
pl-k00123994;Belgien;FORWARD;1872.0;1.43;0.722;0.8374;0.7797;2;0.5278;0.5278;4.876;2.5736;2.814;1.4853
pl-k00124076;Elfenbeinküste;FORWARD;2030.3;-0.73;1.2451;-0.7176;0.2638;3;0.4243;0.4243;3.89;1.6507;-2.143;-0.9094
pl-k00124742;Australien;GOALKEEPER;1361.2;0.0;-0.6887;-0.4717;-0.5802;3;0.3689;0.1844;4.066;0.7499;-0.993;-0.1831
pl-k00124769;Australien;DEFENDER;1545.8;2.59;-0.4442;1.3608;0.4583;2;0.4871;0.4871;4.066;1.9805;-0.993;-0.4837
pl-k00124790;Australien;GOALKEEPER;1427.4;-0.24;-0.4872;-0.7147;-0.6009;4;0.364;0.182;4.066;0.7399;-0.993;-0.1807
pl-k00124795;Australien;DEFENDER;1504.6;-0.02;-0.5793;-0.5789;-0.5791;11;0.2741;0.1371;4.066;0.5573;-0.993;-0.1361
pl-k00124798;Australien;MIDFIELDER;1553.3;-0.24;-0.3672;-0.7319;-0.5495;9;0.2677;0.1338;4.066;0.5442;-0.993;-0.1329
pl-k00124901;Australien;MIDFIELDER;1701.9;2.13;0.1468;0.8861;0.5164;1;0.5066;0.5066;4.066;2.0597;-0.993;-0.503
pl-k00124927;England;MIDFIELDER;2062.7;2.4;1.3946;1.0705;1.2325;3;0.6671;0.6671;5.687;3.7935;6.383;4.2578
pl-k00124952;Spanien;GOALKEEPER;2315.5;2.4;2.2167;1.9579;2.0873;1;1.0;1.0;6.547;6.547;13.21;13.21
pl-k00124965;England;FORWARD;2212.2;-1.2;1.8463;-1.0559;0.3952;7;0.4507;0.2254;5.687;1.2816;6.383;1.4384
pl-k00124974;Ghana;FORWARD;2116.9;0.92;1.5313;0.4702;1.0008;1;0.5722;0.5722;3.144;1.7988;-6.374;-3.6469
pl-k00125047;England;DEFENDER;1975.9;-1.94;0.966;-2.0059;-0.5199;9;0.2863;0.1431;5.687;0.814;6.383;0.9136
pl-k00125107;Katar;GOALKEEPER;1721.3;-0.72;0.4076;-1.2006;-0.3965;2;0.4123;0.2062;3.194;0.6585;-5.532;-1.1405
pl-k00125116;Saudi-Arabien;DEFENDER;1890.7;1.66;0.6867;0.6696;0.6781;3;0.5322;0.5322;3.316;1.7648;-5.57;-2.9645
pl-k00125119;Saudi-Arabien;MIDFIELDER;1854.9;0.71;0.6759;-0.0833;0.2963;7;0.4572;0.2286;3.316;0.7581;-5.57;-1.2734
pl-k00125123;Saudi-Arabien;FORWARD;1411.4;0.24;-0.8003;-0.0193;-0.4098;2;0.2893;0.2893;3.316;0.9592;-5.57;-1.6112
pl-k00125129;Tunesien;DEFENDER;1181.4;0.0;-1.6391;-0.5641;-1.1016;8;0.1669;0.0834;3.434;0.2865;-3.766;-0.3142
pl-k00125171;England;MIDFIELDER;2172.9;0.7;1.7757;-0.0901;0.8428;6;0.5797;0.2899;5.687;1.6484;6.383;1.8501
pl-k00125181;Frankreich;FORWARD;2195.3;3.84;1.7904;2.5723;2.1813;1;0.8089;0.8089;6.141;4.9675;7.58;6.1316
pl-k00125266;Kap Verde;DEFENDER;1963.9;0.0;0.9267;-0.5641;0.1813;1;0.4302;0.4302;3.272;1.4077;-5.876;-2.528
pl-k00125269;Österreich;MIDFIELDER;1723.7;1.18;0.2222;0.2376;0.2299;6;0.4423;0.2212;4.129;0.9132;-1.1;-0.2433
pl-k00125275;Schottland;DEFENDER;1871.7;0.23;0.6244;-0.3931;0.1156;5;0.4167;0.2084;4.12;0.8585;-0.984;-0.205
pl-k00125311;Schottland;FORWARD;1520.4;-1.23;-0.44;-1.0775;-0.7588;5;0.2193;0.1096;4.12;0.4517;-0.984;-0.1079
pl-k00125406;Schottland;FORWARD;1626.9;0.45;-0.0881;0.1319;0.0219;2;0.3758;0.3758;4.12;1.5485;-0.984;-0.3698
pl-k00125655;Ghana;GOALKEEPER;1335.5;0.48;-0.767;0.0142;-0.3764;2;0.4171;0.2085;3.144;0.6557;-6.374;-1.3293
pl-k00125842;Kanada;DEFENDER;1921.9;-0.48;0.789;-0.9208;-0.0659;4;0.3795;0.1897;4.653;0.8828;1.822;0.3457
pl-k00125872;USA;MIDFIELDER;1860.8;3.12;0.6963;1.562;1.1292;1;0.6439;0.6439;3.74;2.4081;-2.316;-1.4912
pl-k00125875;Kanada;DEFENDER;1701.4;0.47;0.066;-0.2148;-0.0744;6;0.3777;0.1889;4.653;0.8788;1.822;0.3441
pl-k00125972;Curacao;MIDFIELDER;1354.8;0.23;-1.0537;-0.411;-0.7323;4;0.2267;0.1133;3.121;0.3538;-6.73;-0.7628
pl-k00126071;Australien;FORWARD;1539.1;0.48;-0.3782;0.1535;-0.1124;1;0.3489;0.3489;4.066;1.4187;-0.993;-0.3465
pl-k00126161;Japan;MIDFIELDER;1815.0;0.67;0.5379;-0.1106;0.2137;7;0.4387;0.2194;4.848;1.0634;1.906;0.4181
pl-k00126190;Marokko;MIDFIELDER;1624.0;2.14;-0.1227;0.893;0.3852;5;0.4771;0.2386;4.418;1.054;0.331;0.079
pl-k00126214;Belgien;DEFENDER;1935.1;-0.25;0.8322;-0.7499;0.0412;7;0.4015;0.2007;4.876;0.9788;2.814;0.5649
pl-k00126539;Kolumbien;MIDFIELDER;1881.2;1.64;0.7669;0.5516;0.6592;2;0.5386;0.5386;5.21;2.806;3.512;1.8915
pl-k00126579;Ecuador;DEFENDER;2170.9;1.87;1.6054;0.8257;1.2155;1;0.6425;0.6425;5.04;3.2384;4.088;2.6267
pl-k00126584;Ecuador;DEFENDER;1686.7;-0.25;0.0178;-0.7499;-0.3661;8;0.3179;0.1589;5.04;0.801;4.088;0.6497
pl-k00126585;Ecuador;MIDFIELDER;1704.4;-0.25;0.1554;-0.7387;-0.2916;4;0.3255;0.1627;5.04;0.8202;4.088;0.6652
pl-k00126589;Ecuador;MIDFIELDER;2007.1;5.68;1.2023;3.3097;2.256;1;0.8964;0.8964;5.04;4.518;4.088;3.6646
pl-k00126598;Kroatien;FORWARD;1626.5;1.19;-0.0894;0.6646;0.2876;4;0.4291;0.2146;4.93;1.0578;2.779;0.5963
pl-k00126697;Ecuador;MIDFIELDER;1441.6;1.16;-0.7535;0.2239;-0.2648;3;0.3315;0.3315;5.04;1.6707;4.088;1.3551
pl-k00126826;Uruguay;FORWARD;1668.8;-0.74;0.0504;-0.7248;-0.3372;6;0.3038;0.1519;4.672;0.7097;1.55;0.2355
pl-k00126831;Argentinien;MIDFIELDER;2013.4;3.35;1.2241;1.719;1.4716;1;0.7206;0.7206;5.991;4.3172;8.658;6.2391
pl-k00126882;Uruguay;MIDFIELDER;1871.4;0.47;0.733;-0.2472;0.2429;5;0.4453;0.2226;4.672;1.0401;1.55;0.3451
pl-k00126894;Paraguay;DEFENDER;1630.3;0.94;-0.1672;0.1345;-0.0163;3;0.3896;0.3896;4.452;1.7347;0.178;0.0694
pl-k00128521;Kolumbien;MIDFIELDER;1889.7;2.61;0.7963;1.2138;1.0051;1;0.6161;0.6161;5.21;3.2097;3.512;2.1636
pl-k00128608;Südkorea;GOALKEEPER;1036.0;;-1.6788;0.0;-0.8394;2;0.3075;0.1538;4.339;0.6672;0.171;0.0263
pl-k00128763;Usbekistan;DEFENDER;1403.1;0.24;-0.9121;-0.3857;-0.6489;5;0.2598;0.1299;3.684;0.4785;-2.905;-0.3773
pl-k00128790;Schweiz;GOALKEEPER;1561.2;1.68;-0.0798;1.229;0.5746;1;0.6421;0.6421;5.181;3.3267;4.737;3.0416
pl-k00128826;Usbekistan;MIDFIELDER;1459.0;0.0;-0.6933;-0.568;-0.6307;1;0.2495;0.2495;3.684;0.9191;-2.905;-0.7248
pl-k00128894;Südkorea;MIDFIELDER;1609.5;0.0;-0.1728;-0.568;-0.3704;4;0.3078;0.1539;4.339;0.6678;0.171;0.0263
pl-k00128987;Portugal;DEFENDER;2344.9;3.06;2.1759;1.7101;1.943;2;0.7919;0.7919;5.302;4.1986;3.99;3.1596
pl-k00129004;Südkorea;DEFENDER;1736.4;3.08;0.1807;1.7249;0.9528;1;0.5886;0.5886;4.339;2.554;0.171;0.1007
pl-k00129073;Kolumbien;FORWARD;1300.5;0.21;-1.1668;-0.0409;-0.6038;5;0.2504;0.1252;5.21;0.6522;3.512;0.4396
pl-k00129218;Schweiz;MIDFIELDER;1773.6;-0.73;0.3947;-1.0664;-0.3358;8;0.3156;0.1578;5.181;0.8175;4.737;0.7474
pl-k00129278;Senegal;MIDFIELDER;1939.9;3.31;0.9699;1.6917;1.3308;1;0.6891;0.6891;4.598;3.1684;0.171;0.1178
pl-k00129313;Kap Verde;MIDFIELDER;1460.5;-0.24;-0.6881;-0.7319;-0.71;4;0.2317;0.1159;3.272;0.3791;-5.876;-0.6808
pl-k00129317;Portugal;DEFENDER;2112.3;5.73;1.4133;3.6944;2.5538;1;0.9173;0.9173;5.302;4.8634;3.99;3.66
pl-k00129372;Kolumbien;DEFENDER;1833.7;0.91;0.4998;0.1122;0.306;3;0.4558;0.4558;5.21;2.3748;3.512;1.6008
pl-k00129414;Belgien;DEFENDER;1806.4;-0.03;0.4102;-0.5864;-0.0881;8;0.3749;0.1875;4.876;0.9141;2.814;0.5275
pl-k00129425;Schottland;FORWARD;1728.9;-1.68;0.249;-1.4014;-0.5762;4;0.2559;0.1279;4.12;0.5271;-0.984;-0.1259
pl-k00129671;Deutschland;DEFENDER;1747.2;1.16;0.2161;0.298;0.2571;8;0.4458;0.2229;5.097;1.1361;3.97;0.8849
pl-k00129904;Usbekistan;MIDFIELDER;1199.0;;-1.5925;0.0;-0.7963;4;0.2124;0.1062;3.684;0.3912;-2.905;-0.3085
pl-k00130230;Brasilien;FORWARD;1985.5;-0.48;1.097;-0.5376;0.2797;8;0.4275;0.2138;5.351;1.1439;5.126;1.0958
pl-k00130252;Österreich;MIDFIELDER;1936.1;1.34;0.9567;0.3468;0.6518;2;0.5369;0.5369;4.129;2.2168;-1.1;-0.5906
pl-k00130288;Mexiko;MIDFIELDER;1649.8;-0.25;-0.0334;-0.7387;-0.3861;11;0.3043;0.1522;4.905;0.7463;2.864;0.4358
pl-k00130356;Frankreich;DEFENDER;1884.0;1.4;0.6647;0.4764;0.5705;6;0.5101;0.2551;6.141;1.5664;7.58;1.9334
pl-k00130453;Schottland;DEFENDER;1578.1;0.2;-0.3383;-0.4154;-0.3769;10;0.3156;0.1578;4.12;0.6502;-0.984;-0.1553
pl-k00130586;Kroatien;MIDFIELDER;1661.9;-0.48;0.0084;-0.8957;-0.4437;10;0.2914;0.1457;4.93;0.7183;2.779;0.4049
pl-k00130739;Elfenbeinküste;DEFENDER;1739.0;2.12;0.1892;1.0115;0.6004;3;0.5163;0.5163;3.89;2.0082;-2.143;-1.1063
pl-k00130790;Türkei;MIDFIELDER;2006.8;1.43;1.2013;0.4082;0.8048;3;0.5712;0.5712;4.976;2.8422;2.252;1.2863
pl-k00130792;Senegal;FORWARD;1758.8;-0.01;0.3478;-0.1992;0.0743;4;0.3864;0.1932;4.598;0.8882;0.171;0.033
pl-k00130795;Norwegen;MIDFIELDER;1956.5;3.11;1.0273;1.5552;1.2912;1;0.6802;0.6802;4.789;3.2575;0.91;0.619
pl-k00131106;Südkorea;FORWARD;1694.5;-0.97;0.1353;-0.8903;-0.3775;2;0.2957;0.2957;4.339;1.2832;0.171;0.0506
pl-k00131344;Türkei;DEFENDER;1740.5;1.43;0.1942;0.4987;0.3464;6;0.4641;0.2321;4.976;1.1547;2.252;0.5226
pl-k00131539;Kroatien;DEFENDER;2225.4;1.43;1.7841;0.4987;1.1414;1;0.6273;0.6273;4.93;3.0927;2.779;1.7433
pl-k00131547;Tschechien;FORWARD;1618.9;-0.25;-0.1145;-0.372;-0.2433;4;0.3227;0.1613;4.198;0.6773;-0.433;-0.0699
pl-k00131579;Haiti;FORWARD;1240.5;-1.68;-1.365;-1.4014;-1.3832;8;0.094;0.047;3.218;0.1513;-5.302;-0.2493
pl-k00131658;Irak;MIDFIELDER;1285.2;0.0;-1.2944;-0.568;-0.9312;6;0.1821;0.0911;3.185;0.29;-5.568;-0.507
pl-k00131688;Bosnien-Herzegowina;DEFENDER;1782.1;0.22;0.3306;-0.4006;-0.035;3;0.3858;0.3858;3.738;1.4422;-2.61;-1.007
pl-k00131702;Kroatien;DEFENDER;1709.2;-0.25;0.0915;-0.7499;-0.3292;7;0.3254;0.1627;4.93;0.8022;2.779;0.4522
pl-k00131780;Türkei;FORWARD;2024.5;0.72;1.2259;0.3263;0.7761;3;0.5271;0.5271;4.976;2.6228;2.252;1.187
pl-k00131834;Ecuador;GOALKEEPER;1581.8;0.24;-0.0171;-0.2288;-0.1229;3;0.4771;0.2385;5.04;1.2022;4.088;0.9751
pl-k00131847;Irak;MIDFIELDER;1056.6;0.0;-2.085;-0.568;-1.3265;11;0.0935;0.0468;3.185;0.149;-5.568;-0.2604
pl-k00131854;England;MIDFIELDER;1930.6;4.76;0.9377;2.6817;1.8097;2;0.7964;0.7964;5.687;4.5291;6.383;5.0834
pl-k00131930;Schweiz;MIDFIELDER;1789.1;-0.25;0.4483;-0.7387;-0.1452;7;0.3583;0.1791;5.181;0.9281;4.737;0.8486
pl-k00131945;Frankreich;DEFENDER;2051.6;-0.74;1.2142;-1.114;0.0501;7;0.4033;0.2016;6.141;1.2383;7.58;1.5285
pl-k00132051;Brasilien;MIDFIELDER;1773.6;1.41;0.3947;0.3946;0.3947;4;0.4793;0.2396;5.351;1.2823;5.126;1.2284
pl-k00132098;Belgien;DEFENDER;1752.9;0.7;0.2348;-0.0438;0.0955;6;0.4126;0.2063;4.876;1.0059;2.814;0.5805
pl-k00132107;Marokko;MIDFIELDER;2005.3;1.9;1.1961;0.7291;0.9626;1;0.6066;0.6066;4.418;2.6798;0.331;0.2008
pl-k00132159;Ghana;DEFENDER;1412.7;0.48;-0.8807;-0.2073;-0.544;8;0.2813;0.1407;3.144;0.4422;-6.374;-0.8966
pl-k00132220;Tschechien;MIDFIELDER;1486.9;1.66;-0.5968;0.5653;-0.0158;8;0.3873;0.1936;4.198;0.8129;-0.433;-0.0838
pl-k00132314;Paraguay;FORWARD;1647.6;-0.72;-0.0197;-0.7104;-0.365;4;0.2982;0.1491;4.452;0.6639;0.178;0.0265
pl-k00132423;Paraguay;GOALKEEPER;1403.6;0.0;-0.5596;-0.4717;-0.5157;3;0.3841;0.1921;4.452;0.8551;0.178;0.0342
pl-k00132544;Haiti;GOALKEEPER;899.5;;-2.0944;0.0;-1.0472;3;0.2584;0.1292;3.218;0.4157;-5.302;-0.6849
pl-k00132694;Australien;DEFENDER;1779.1;1.42;0.3207;0.4912;0.406;3;0.4763;0.4763;4.066;1.9368;-0.993;-0.473
pl-k00132741;Elfenbeinküste;FORWARD;1747.4;-0.03;0.3102;-0.2136;0.0483;4;0.3811;0.1906;3.89;0.7413;-2.143;-0.4084
pl-k00132788;Schweden;DEFENDER;1860.8;-0.25;0.5886;-0.7499;-0.0806;6;0.3764;0.1882;3.796;0.7145;-2.337;-0.4399
pl-k00132797;Norwegen;DEFENDER;1925.2;1.16;0.7998;0.298;0.5489;2;0.5057;0.5057;4.789;2.4217;0.91;0.4602
pl-k00132802;Tunesien;FORWARD;1556.3;-1.21;-0.3214;-1.0631;-0.6922;4;0.2326;0.1163;3.434;0.3994;-3.766;-0.438
pl-k00132816;Kroatien;MIDFIELDER;1875.8;3.35;0.7482;1.719;1.2336;2;0.6673;0.6673;4.93;3.2898;2.779;1.8544
pl-k00133004;Spanien;FORWARD;2013.8;-0.98;1.1906;-0.8975;0.1465;6;0.4008;0.2004;6.547;1.3121;13.21;2.6475
pl-k00133116;Uruguay;MIDFIELDER;1814.8;0.23;0.5372;-0.411;0.0631;7;0.405;0.2025;4.672;0.946;1.55;0.3139
pl-k00133182;Ecuador;DEFENDER;1573.9;-0.49;-0.3521;-0.9282;-0.6402;9;0.2616;0.1308;5.04;0.6592;4.088;0.5347
pl-k00133238;Portugal;FORWARD;1824.6;0.67;0.5653;0.2903;0.4278;5;0.4572;0.2286;5.302;1.2121;3.99;0.9122
pl-k00133267;Katar;FORWARD;1105.9;0.0;-1.8099;-0.192;-1.001;6;0.1707;0.0854;3.194;0.2726;-5.532;-0.4722
pl-k00133274;Ghana;MIDFIELDER;1480.8;-0.49;-0.6179;-0.9026;-0.7602;6;0.2204;0.1102;3.144;0.3465;-6.374;-0.7026
pl-k00133304;Mexiko;FORWARD;2028.7;2.4;1.2398;1.5357;1.3877;1;0.6498;0.6498;4.905;3.1871;2.864;1.8609
pl-k00133309;Ägypten;GOALKEEPER;416.9;-0.24;-3.5637;-0.7147;-2.1392;4;0.0;0.0;3.951;0.0;-1.446;-0.0
pl-k00133310;Ägypten;DEFENDER;1450.3;2.11;-0.7574;1.004;0.1233;2;0.4183;0.4183;3.951;1.6528;-1.446;-0.6049
pl-k00133311;Ägypten;DEFENDER;1402.8;2.34;-0.9131;1.175;0.1309;1;0.4199;0.4199;3.951;1.6589;-1.446;-0.6071
pl-k00133370;Curacao;FORWARD;1443.4;1.16;-0.6945;0.643;-0.0257;2;0.3663;0.3663;3.121;1.1432;-6.73;-2.4651
pl-k00133399;Österreich;DEFENDER;1750.0;1.62;0.2253;0.6399;0.4326;4;0.4818;0.2409;4.129;0.9947;-1.1;-0.265
pl-k00133422;Senegal;FORWARD;1902.2;-0.3;0.8218;-0.408;0.2069;3;0.4129;0.4129;4.598;1.8987;0.171;0.0706
pl-k00133439;Südkorea;DEFENDER;1175.7;;-1.6578;0.0;-0.8289;7;0.2228;0.1114;4.339;0.4834;0.171;0.0191
pl-k00133529;Senegal;FORWARD;1421.5;;-0.7669;0.0;-0.3834;7;0.2946;0.1473;4.598;0.6772;0.171;0.0252
pl-k00133547;Belgien;DEFENDER;1967.8;1.19;0.9395;0.3203;0.6299;2;0.5223;0.5223;4.876;2.5468;2.814;1.4698
pl-k00133569;Japan;GOALKEEPER;1825.8;2.88;0.7258;2.4438;1.5848;1;0.8811;0.8811;4.848;4.2716;1.906;1.6794
pl-k00133609;Österreich;MIDFIELDER;1347.1;-0.96;-1.0803;-1.2234;-1.1519;11;0.1327;0.0663;4.129;0.2739;-1.1;-0.073
pl-k00133745;Südkorea;DEFENDER;587.0;;-3.5881;0.0;-1.794;10;0.0247;0.0123;4.339;0.0536;0.171;0.0021
pl-k00133783;Norwegen;MIDFIELDER;1867.5;2.87;0.7195;1.3913;1.0554;2;0.6274;0.6274;4.789;3.0044;0.91;0.5709
pl-k00133786;Schweden;DEFENDER;1980.7;-2.42;0.9818;-2.3626;-0.6904;9;0.2513;0.1256;3.796;0.4769;-2.337;-0.2936
pl-k00133862;Australien;MIDFIELDER;1658.6;1.19;-0.003;0.2444;0.1207;2;0.4179;0.4179;4.066;1.6991;-0.993;-0.415
pl-k00133883;Südkorea;DEFENDER;1469.6;-0.24;-0.6941;-0.7424;-0.7183;4;0.2455;0.1228;4.339;0.5327;0.171;0.021
pl-k00133933;USA;GOALKEEPER;1757.0;-0.24;0.5163;-0.7147;-0.0992;3;0.4827;0.2413;3.74;0.9026;-2.316;-0.5589
pl-k00133968;Kanada;MIDFIELDER;1633.8;0.92;-0.0888;0.0601;-0.0144;5;0.3876;0.1938;4.653;0.9018;1.822;0.3531
pl-k00134174;Bosnien-Herzegowina;MIDFIELDER;1384.1;0.48;-0.9524;-0.2403;-0.5963;6;0.2572;0.1286;3.738;0.4807;-2.61;-0.3356
pl-k00134218;Tunesien;MIDFIELDER;1487.9;0.0;-0.5934;-0.568;-0.5807;6;0.2607;0.1303;3.434;0.4476;-3.766;-0.4909
pl-k00134234;Elfenbeinküste;FORWARD;1813.4;-2.41;0.5283;-1.927;-0.6993;8;0.2312;0.1156;3.89;0.4497;-2.143;-0.2477
pl-k00134321;Paraguay;MIDFIELDER;1686.4;-1.2;0.0932;-1.3873;-0.6471;10;0.2458;0.1229;4.452;0.5472;0.178;0.0219
pl-k00134333;Paraguay;MIDFIELDER;1800.3;-1.2;0.4871;-1.3873;-0.4501;8;0.29;0.145;4.452;0.6454;0.178;0.0258
pl-k00134390;Paraguay;FORWARD;1502.2;1.62;-0.5002;0.9742;0.237;2;0.419;0.419;4.452;1.8653;0.178;0.0746
pl-k00134479;Bosnien-Herzegowina;DEFENDER;1784.2;1.18;0.3375;0.3129;0.3252;2;0.4598;0.4598;3.738;1.7186;-2.61;-1.2
pl-k00134534;Australien;FORWARD;1501.1;-0.74;-0.5038;-0.7248;-0.6143;4;0.2483;0.1241;4.066;0.5047;-0.993;-0.1233
pl-k00134779;Belgien;DEFENDER;1804.4;1.17;0.4037;0.3055;0.3546;4;0.4658;0.2329;4.876;1.1356;2.814;0.6554
pl-k00135031;Türkei;FORWARD;1047.4;;-2.0032;0.0;-1.0016;9;0.1706;0.0853;4.976;0.4244;2.252;0.1921
pl-k00135040;Bosnien-Herzegowina;FORWARD;1475.8;0.23;-0.5874;-0.0265;-0.3069;3;0.3099;0.3099;3.738;1.1584;-2.61;-0.8088
pl-k00135043;Senegal;DEFENDER;1710.5;-0.24;0.0958;-0.7424;-0.3233;7;0.3266;0.1633;4.598;0.7509;0.171;0.0279
pl-k00135245;Kap Verde;FORWARD;1614.8;-0.49;-0.1281;-0.5448;-0.3364;3;0.304;0.304;3.272;0.9946;-5.876;-1.7862
pl-k00135290;DR Kongo;GOALKEEPER;1505.0;0.72;-0.2509;0.2572;0.0031;2;0.5069;0.2534;3.371;0.8543;-4.126;-1.0457
pl-k00135346;Schweiz;DEFENDER;1636.8;-0.49;-0.1459;-0.9282;-0.537;8;0.2827;0.1414;5.181;0.7325;4.737;0.6697
pl-k00135361;Südkorea;MIDFIELDER;1689.3;-0.53;0.1032;-0.9299;-0.4133;5;0.2982;0.1491;4.339;0.6469;0.171;0.0255
pl-k00135484;Ghana;DEFENDER;1610.2;0.46;-0.2331;-0.2222;-0.2276;5;0.3463;0.1731;3.144;0.5443;-6.374;-1.1036
pl-k00135506;Ecuador;FORWARD;1446.1;-0.97;-0.6856;-0.8903;-0.788;9;0.2134;0.1067;5.04;0.5378;4.088;0.4362
pl-k00135523;Türkei;DEFENDER;1764.6;2.13;0.2732;1.0189;0.646;3;0.5256;0.5256;4.976;2.6155;2.252;1.1837
pl-k00135740;Tunesien;MIDFIELDER;1704.3;-0.99;0.1551;-1.2439;-0.5444;4;0.2688;0.1344;3.434;0.4616;-3.766;-0.5062
pl-k00135744;Türkei;FORWARD;1712.1;2.37;0.1935;1.5141;0.8538;2;0.5427;0.5427;4.976;2.7004;2.252;1.2221
pl-k00135917;Irak;DEFENDER;1505.8;2.33;-0.5754;1.1675;0.2961;1;0.4538;0.4538;3.185;1.4453;-5.568;-2.5267
