ID;Vorname;Nachname;Angezeigter Name (kurz);Angezeigter Name;Verein;Position;Marktwert;Punkte;Notendurchschnitt
pl-k00157077;Ali;Jasim;Jasim;Ali Jasim;Irak;MIDFIELDER;1000000;0;0.0
pl-k00157528;David Möller;Wolfe;Wolfe;David Möller Wolfe;Norwegen;DEFENDER;2000000;0;0.0
pl-k00157538;Niko;Sigur;Sigur;Niko Sigur;Kanada;DEFENDER;2000000;0;0.0
pl-k00157541;Toni;Fruk;Fruk;Toni Fruk;Kroatien;MIDFIELDER;2000000;0;0.0
pl-k00157754;Joaquin;Seys;Seys;Joaquin Seys;Belgien;DEFENDER;2000000;0;0.0
pl-k00157847;Kevin;Castano;Castano;Kevin Castano;Kolumbien;MIDFIELDER;1000000;0;0.0
pl-k00157873;Jussef;Nasrawe;Nasrawe;Jussef Nasrawe;Irak;MIDFIELDER;1000000;0;0.0
pl-k00158117;Azarias;Londono;Londono;Azarias Londono;Panama;FORWARD;1000000;0;0.0
pl-k00158118;Cesar;Samudio;Samudio;Cesar Samudio;Panama;GOALKEEPER;1000000;0;0.0
pl-k00158296;Assane;Diao;Diao;Assane Diao;Senegal;FORWARD;4000000;0;0.0
pl-k00158506;Amar;Memic;Memic;Amar Memic;Bosnien-Herzegowina;MIDFIELDER;1000000;0;0.0
pl-k00158727;Cameron;Burgess;Burgess;Cameron Burgess;Australien;DEFENDER;2000000;0;0.0
pl-k00158935;Neil;El Aynaoui;El Aynaoui;Neil El Aynaoui;Marokko;MIDFIELDER;4000000;0;0.0
pl-k00159168;Florian;Wiegele;Wiegele;Florian Wiegele;Österreich;GOALKEEPER;1000000;0;0.0
pl-k00159278;Wagner Fabricio;Cardoso Pina;Wagner Pina;Wagner Pina;Kap Verde;DEFENDER;2000000;0;0.0
pl-k00159373;Rafik;Belghali;Belghali;Rafik Belghali;Algerien;DEFENDER;4000000;0;0.0
pl-k00159375;Zakaria;El Ouahdi;El Ouahdi;Zakaria El Ouahdi;Marokko;DEFENDER;4000000;0;0.0
pl-k00159415;Christopher;Bonsu Baah;Bonsu Baah;Christopher Bonsu Baah;Ghana;FORWARD;4000000;0;0.0
pl-k00159775;Ruslanbek;Jiyanov;Jiyanov;Ruslanbek Jiyanov;Usbekistan;FORWARD;1000000;0;0.0
pl-k00159810;Luc;de Fougerolles;de Fougerolles;Luc de Fougerolles;Kanada;DEFENDER;1000000;0;0.0
pl-k00159983;Helio Sandro;Oliveira Alves Varela;Helio Varela;Helio Varela;Kap Verde;FORWARD;1000000;0;0.0
pl-k00160199;Jeremy;Arevalo;Arevalo;Jeremy Arevalo;Ecuador;FORWARD;2000000;0;0.0
pl-k00160498;Ermin;Mahmic;Mahmic;Ermin Mahmic;Bosnien-Herzegowina;MIDFIELDER;1000000;0;0.0
pl-k00160664;Monsef;Bakrar;Bakrar;Monsef Bakrar;Algerien;FORWARD;2000000;0;0.0
pl-k00161073;Olwethu;Makhanya;Makhanya;Olwethu Makhanya;Südafrika;DEFENDER;1000000;0;0.0
pl-k00161351;Ilay;Camara;Camara;Ilay Camara;Senegal;DEFENDER;2000000;0;0.0
pl-k00161633;Ayyoub;Bouaddi;Bouaddi;Ayyoub Bouaddi;Marokko;MIDFIELDER;4000000;0;0.0
pl-k00161642;Yusuf;Akcicek;Akcicek;Yusuf Akcicek;Türkei;DEFENDER;2000000;0;0.0
pl-k00162106;Lachlan;Bayliss;Bayliss;Lachlan Bayliss;Neuseeland;MIDFIELDER;1000000;0;0.0
pl-k00162640;Bekhruz;Karimov;B. Karimov;Bekhruz Karimov;Usbekistan;DEFENDER;1000000;0;0.0
pl-k00162760;Amirmohammad;Razzaghinia;Razzaghinia;Amirmohammad Razzaghinia;Iran;MIDFIELDER;1000000;0;0.0
pl-k00162762;Kasra;Taheri;Taheri;Kasra Taheri;Iran;FORWARD;1000000;0;0.0
pl-k00162785;Federico;Vinas;Vinas;Federico Vinas;Uruguay;FORWARD;2000000;0;0.0
pl-k00162898;Kerim;Alajbegovic;Alajbegovic;Kerim Alajbegovic;Bosnien-Herzegowina;MIDFIELDER;4000000;0;0.0
pl-k00162977;Fiston;Mayele;Mayele;Fiston Mayele;DR Kongo;FORWARD;2000000;0;0.0
pl-k00163051;Ricardo;Goss;Goss;Ricardo Goss;Südafrika;GOALKEEPER;1000000;0;0.0
pl-k00163067;Nkosinathi;Sibisi;Sibisi;Nkosinathi Sibisi;Südafrika;DEFENDER;1000000;0;0.0
pl-k00163078;Khuliso;Mudau;Mudau;Khuliso Mudau;Südafrika;DEFENDER;2000000;0;0.0
pl-k00163084;Jayden;Adams;Adams;Jayden Adams;Südafrika;MIDFIELDER;2000000;0;0.0
pl-k00163113;Ahmed;Basil;Basil;Ahmed Basil;Irak;GOALKEEPER;2000000;0;0.0
pl-k00163114;Ahmed;Yahya;Yahya;Ahmed Yahya;Irak;DEFENDER;1000000;0;0.0
pl-k00163117;Oussama;Benbout;Benbout;Oussama Benbout;Algerien;GOALKEEPER;1000000;0;0.0
pl-k00163118;Mohamed Amine;Tougai;Tougai;Mohamed Amine Tougai;Algerien;DEFENDER;1000000;0;0.0
pl-k00163127;Ibrahim;Bayesh;Bayesh;Ibrahim Bayesh;Irak;MIDFIELDER;1000000;0;0.0
pl-k00163129;Amir;Al-Ammari;Al-Ammari;Amir Al-Ammari;Irak;MIDFIELDER;1000000;0;0.0
pl-k00163131;Hasan;Abdulkareem;Abdulkareem;Hasan Abdulkareem;Irak;MIDFIELDER;1000000;0;0.0
pl-k00163134;Ayman;Hussein;Hussein;Ayman Hussein;Irak;FORWARD;1000000;0;0.0
pl-k00163135;Ali;Al-Hamadi;Al-Hamadi;Ali Al-Hamadi;Irak;FORWARD;2000000;0;0.0
pl-k00163193;Thapelo;Maseko;Maseko;Thapelo Maseko;Südafrika;FORWARD;1000000;0;0.0
pl-k00163292;Mohammad;Abu Hashish;Abu Hashish;Mohammad Abu Hashish;Jordanien;DEFENDER;1000000;0;0.0
pl-k00163293;Abdallah;Nasib;Nasib;Abdallah Nasib;Jordanien;DEFENDER;2000000;0;0.0
pl-k00163294;Mohannad;Abu Taha;Abu Taha;Mohannad Abu Taha;Jordanien;MIDFIELDER;2000000;0;0.0
pl-k00163295;Nizar;Al-Rashdan;Al-Rashdan;Nizar Al-Rashdan;Jordanien;MIDFIELDER;2000000;0;0.0
pl-k00163296;Ahmad;Al-Juaidi;Al-Juaidi;Ahmad Al-Juaidi;Jordanien;GOALKEEPER;1000000;0;0.0
pl-k00163300;Ali;Olwan;Olwan;Ali Olwan;Jordanien;FORWARD;2000000;0;0.0
pl-k00163301;Noor;Al-Rawabdeh;Al-Rawabdeh;Noor Al-Rawabdeh;Jordanien;MIDFIELDER;2000000;0;0.0
pl-k00163310;Rajaei;Ayed;Ayed;Rajaei Ayed;Jordanien;MIDFIELDER;1000000;0;0.0
pl-k00163312;Yazeed;Abulaila;Abulaila;Yazeed Abulaila;Jordanien;GOALKEEPER;2000000;0;0.0
pl-k00163313;Mahmoud;Al-Mardi;Al-Mardi;Mahmoud Al-Mardi;Jordanien;FORWARD;2000000;0;0.0
pl-k00163335;Abdulla;Abdullaev;Abdullaev;Abdulla Abdullaev;Usbekistan;DEFENDER;1000000;0;0.0
pl-k00163337;Abduvokhid;Nematov;Nematov;Abduvokhid Nematov;Usbekistan;GOALKEEPER;2000000;0;0.0
pl-k00163340;Sherzod;Nasrullaev;Nasrullaev;Sherzod Nasrullaev;Usbekistan;DEFENDER;2000000;0;0.0
pl-k00163342;Botirali;Ergashev;Ergashev;Botirali Ergashev;Usbekistan;GOALKEEPER;1000000;0;0.0
pl-k00163343;Umar;Eshmurodov;Eshmurodov;Umar Eshmurodov;Usbekistan;DEFENDER;1000000;0;0.0
pl-k00163344;Khojiakbar;Alijonov;Alijonov;Khojiakbar Alijonov;Usbekistan;DEFENDER;1000000;0;0.0
pl-k00163345;Azizjon;Ganiev;Ganiev;Azizjon Ganiev;Usbekistan;MIDFIELDER;2000000;0;0.0
pl-k00164025;Guillermo;Martinez;Martinez;Guillermo Martinez;Mexiko;FORWARD;1000000;0;0.0
pl-k00164068;Samir;El Mourabet;El Mourabet;Samir El Mourabet;Marokko;MIDFIELDER;4000000;0;0.0
pl-k00164170;Ahmed;Al-Ganehi;Al-Ganehi;Ahmed Al-Ganehi;Katar;MIDFIELDER;2000000;0;0.0
pl-k00164204;Hossam;Abdel-Maguid;Abdel-Maguid;Hossam Abdel-Maguid;Ägypten;DEFENDER;2000000;0;0.0
pl-k00164206;Abdallah;Al-Fakhouri;Al-Fakhouri;Abdallah Al-Fakhouri;Jordanien;GOALKEEPER;1000000;0;0.0
pl-k00164207;Salim;Obaid;Obaid;Salim Obaid;Jordanien;DEFENDER;1000000;0;0.0
pl-k00164208;Ibrahim;Sadeh;Sadeh;Ibrahim Sadeh;Jordanien;MIDFIELDER;1000000;0;0.0
pl-k00164234;Zaid;Tahseen;Tahseen;Zaid Tahseen;Irak;DEFENDER;1000000;0;0.0
pl-k00164244;Zineddine;Belaid;Belaid;Zineddine Belaid;Algerien;DEFENDER;1000000;0;0.0
pl-k00164280;Aria;Yousefi;Yousefi;Aria Yousefi;Iran;MIDFIELDER;1000000;0;0.0
pl-k00164281;Ahmed;Al-Kassar;Al-Kassar;Ahmed Al-Kassar;Saudi-Arabien;GOALKEEPER;1000000;0;0.0
pl-k00164282;Mehdi;Ghayedi;Ghayedi;Mehdi Ghayedi;Iran;MIDFIELDER;2000000;0;0.0
pl-k00164297;Akam;Hashem;Hashem;Akam Hashem;Irak;DEFENDER;1000000;0;0.0
pl-k00164331;Dario;Naamo;Naamo;Dario Naamo;Irak;DEFENDER;1000000;0;0.0
pl-k00164341;Azizbek;Amonov;Amonov;Azizbek Amonov;Usbekistan;FORWARD;1000000;0;0.0
pl-k00164366;Fares;Ghedjemis;Ghedjemis;Fares Ghedjemis;Algerien;FORWARD;1000000;0;0.0
pl-k00164398;El Hadji Malick;Diouf;E. Diouf;El Hadji Malick Diouf;Senegal;DEFENDER;4000000;0;0.0
pl-k00164434;Taha;Ali;Ali;Taha Ali;Schweden;MIDFIELDER;1000000;0;0.0
pl-k00164504;Gessime;Yassine;Yassine;Gessime Yassine;Marokko;FORWARD;4000000;0;0.0
pl-k00165013;Anis;Hadj Moussa;Hadj Moussa;Anis Hadj Moussa;Algerien;FORWARD;2000000;0;0.0
pl-k00165535;Kento;Shiogai;Shiogai;Kento Shiogai;Japan;FORWARD;2000000;0;0.0
pl-k00165936;Marko;Farji;Farji;Marko Farji;Irak;MIDFIELDER;2000000;0;0.0
pl-k00165980;Mohammad;Ghorbani;Ghorbani;Mohammad Ghorbani;Iran;MIDFIELDER;1000000;0;0.0
pl-k00166081;Sohaib;Nair;Nair;Sohaib Nair;Algerien;DEFENDER;1000000;0;0.0
pl-k00166588;Juan;Portilla;Portilla;Juan Portilla;Kolumbien;MIDFIELDER;1000000;0;0.0
pl-k00166769;Jiovany;Ramos;Ramos;Jiovany Ramos;Panama;DEFENDER;1000000;0;0.0
pl-k00166848;Alex;Arce;Arce;Alex Arce;Paraguay;FORWARD;2000000;0;0.0
pl-k00167079;Sondre;Langaas;Langaas;Sondre Langaas;Norwegen;DEFENDER;1000000;0;0.0
pl-k00167795;Wilguens;Paugain;Paugain;Wilguens Paugain;Haiti;DEFENDER;1000000;0;0.0
pl-k00168538;Raul;Rangel;Rangel;Raul Rangel;Mexiko;GOALKEEPER;4000000;0;0.0
pl-k00168586;Edgardo;Farina;Farina;Edgardo Farina;Panama;DEFENDER;1000000;0;0.0
pl-k00168599;Gustavo;Velazquez;Velazquez;Gustavo Velazquez;Paraguay;DEFENDER;1000000;0;0.0
pl-k00168931;Kumel;Saadi;Saadi;Kumel Saadi;Irak;GOALKEEPER;1000000;0;0.0
pl-k00168935;Mustafa;Saadoon;Saadoon;Mustafa Saadoon;Irak;DEFENDER;1000000;0;0.0
pl-k00169048;Christophe;Kabongo;Kabongo;Christophe Kabongo;Tschechien;FORWARD;1000000;0;0.0
pl-k00169114;Mahmoud;Saber;Saber;Mahmoud Saber;Ägypten;MIDFIELDER;1000000;0;0.0
pl-k00169120;Gustavo;Caballero;Caballero;Gustavo Caballero;Paraguay;MIDFIELDER;1000000;0;0.0
pl-k00169163;Tyler;Bindon;Bindon;Tyler Bindon;Neuseeland;DEFENDER;2000000;0;0.0
pl-k00169646;Caleb;Yirenkyi;Yirenkyi;Caleb Yirenkyi;Ghana;MIDFIELDER;4000000;0;0.0
pl-k00169695;Amin;Chiakha;Chiakha;Amin Chiakha;Algerien;FORWARD;2000000;0;0.0
pl-k00169738;Alexandr;Sojka;Sojka;Alexandr Sojka;Tschechien;MIDFIELDER;2000000;0;0.0
pl-k00170043;Yacine;Titraoui;Titraoui;Yacine Titraoui;Algerien;MIDFIELDER;1000000;0;0.0
pl-k00170138;Promise;David;P. David;Promise David;Kanada;FORWARD;1000000;0;0.0
pl-k00171059;Torbjörn;Heggem;Heggem;Torbjörn Heggem;Norwegen;DEFENDER;2000000;0;0.0
pl-k00171525;Ibrahim;Mbaye;Mbaye;Ibrahim Mbaye;Senegal;FORWARD;4000000;0;0.0
pl-k00172013;Brian;Cipenga;Cipenga;Brian Cipenga;DR Kongo;MIDFIELDER;2000000;0;0.0
pl-k00172054;Deniz;Gül;Gül;Deniz Gül;Türkei;FORWARD;2000000;0;0.0
pl-k00172178;Christ;Inao Oulai;Inao Oulai;Christ Inao Oulai;Elfenbeinküste;MIDFIELDER;4000000;0;0.0
pl-k00172237;Prince Kwabena;Adu;Adu;Prince Kwabena Adu;Ghana;FORWARD;2000000;0;0.0
pl-k00172933;Findlay;Curtis;Curtis;Findlay Curtis;Schottland;MIDFIELDER;1000000;0;0.0
pl-k00173156;Francis;de Vries;de Vries;Francis de Vries;Neuseeland;DEFENDER;1000000;0;0.0
pl-k00173161;Lucas;Herrington;Herrington;Lucas Herrington;Australien;DEFENDER;1000000;0;0.0
pl-k00173746;Nidal;Celik;Celik;Nidal Celik;Bosnien-Herzegowina;DEFENDER;2000000;0;0.0
pl-k00174370;Victor;Munoz;V. Munoz;Victor Munoz;Spanien;FORWARD;4000000;0;0.0
pl-k00174671;Keisuke;Goto;Goto;Keisuke Goto;Japan;FORWARD;4000000;0;0.0
pl-k00174699;Gilberto;Mora;Mora;Gilberto Mora;Mexiko;MIDFIELDER;4000000;0;0.0
pl-k00174794;Bazoumana;Touré;Touré;Bazoumana Touré;Elfenbeinküste;FORWARD;4000000;0;0.0
pl-k00176299;Yan;Diomande;Diomande;Yan Diomande;Elfenbeinküste;FORWARD;6000000;0;0.0
pl-k00176341;Darwin;Guagua;Guagua;Darwin Guagua;Ecuador;MIDFIELDER;1000000;0;0.0
pl-k00176354;Henrik;Falchener;Falchener;Henrik Falchener;Norwegen;DEFENDER;1000000;0;0.0
pl-k00176368;Samukele;Kabini;Kabini;Samukele Kabini;Südafrika;DEFENDER;2000000;0;0.0
pl-k00176529;Hamza;Abdelkarim;Abdelkarim;Hamza Abdelkarim;Ägypten;FORWARD;1000000;0;0.0
pl-k00177011;Moteb;Al-Harbi;Al-Harbi;Moteb Al-Harbi;Saudi-Arabien;DEFENDER;2000000;0;0.0
pl-k00177016;Iqraam;Rayners;Rayners;Iqraam Rayners;Südafrika;FORWARD;1000000;0;0.0
pl-k00177713;Hugo;Sochurek;Sochurek;Hugo Sochurek;Tschechien;MIDFIELDER;2000000;0;0.0
pl-k00177919;Mateo;Chavez;Chavez;Mateo Chavez;Mexiko;DEFENDER;1000000;0;0.0
pl-k00177949;Duke;Lacroix;Lacroix;Duke Lacroix;Haiti;DEFENDER;1000000;0;0.0
pl-k00177969;Nawaf;Boushal;Boushal;Nawaf Boushal;Saudi-Arabien;DEFENDER;1000000;0;0.0
pl-k00177972;Ziyad;Al-Johani;Al-Johani;Ziyad Al-Johani;Saudi-Arabien;MIDFIELDER;1000000;0;0.0
pl-k00177974;Abdullah;Al-Salem;Al-Salem;Abdullah Al-Salem;Saudi-Arabien;FORWARD;1000000;0;0.0
pl-k00177978;Ali;Majrashi;Majrashi;Ali Majrashi;Saudi-Arabien;DEFENDER;1000000;0;0.0
pl-k00177981;Jorge;Gutierrez;Gutierrez;Jorge Gutierrez;Panama;DEFENDER;2000000;0;0.0
pl-k00178067;Rayan;Elloumi;Elloumi;Rayan Elloumi;Tunesien;FORWARD;1000000;0;0.0
pl-k00178191;Ime;Okon;Okon;Ime Okon;Südafrika;DEFENDER;2000000;0;0.0
pl-k00179915;Ibrahim;Sabra;Sabra;Ibrahim Sabra;Jordanien;FORWARD;1000000;0;0.0
pl-k00180202;Kojo;Peprah Oppong;Peprah Oppong;Kojo Peprah Oppong;Ghana;DEFENDER;4000000;0;0.0
pl-k00180334;Hazem;Mastouri;Mastouri;Hazem Mastouri;Tunesien;FORWARD;1000000;0;0.0
pl-k00181348;Adem;Arous;Arous;Adem Arous;Tunesien;DEFENDER;2000000;0;0.0
pl-k00181848;Paul;Okon;Okon;Paul Okon;Australien;MIDFIELDER;1000000;0;0.0
pl-k00182019;Alexandro;Maidana;Maidana;Alexandro Maidana;Paraguay;DEFENDER;1000000;0;0.0
pl-k00182504;Sultan;Mandash;Mandash;Sultan Mandash;Saudi-Arabien;MIDFIELDER;1000000;0;0.0
pl-k00182644;Saleh;Abu Al-Shamat;Abu Al-Shamat;Saleh Abu Al-Shamat;Saudi-Arabien;MIDFIELDER;1000000;0;0.0
pl-k00182788;Mohammed;Abu Al-Shamat;Abu Al-Shamat;Mohammed Abu Al-Shamat;Saudi-Arabien;DEFENDER;1000000;0;0.0
pl-k00182789;Jehad;Thakri;Thakri;Jehad Thakri;Saudi-Arabien;DEFENDER;1000000;0;0.0
pl-k00182969;Lucas;Romero;Romero;Lucas Romero;Paraguay;MIDFIELDER;1000000;0;0.0
pl-k00183117;Nour;Bani Attiah;Bani Attiah;Nour Bani Attiah;Jordanien;GOALKEEPER;1000000;0;0.0
pl-k00183122;Mo;Abualnadi;Abualnadi;Mo Abualnadi;Jordanien;DEFENDER;1000000;0;0.0
pl-k00183124;Saed;Al-Rosan;Al-Rosan;Saed Al-Rosan;Jordanien;DEFENDER;1000000;0;0.0
pl-k00183130;Amer;Jamous;Jamous;Amer Jamous;Jordanien;MIDFIELDER;2000000;0;0.0
pl-k00183135;Mohammad;Abu Zrayq;Shararh;Shararh;Jordanien;MIDFIELDER;1000000;0;0.0
pl-k00183139;Ali;Al-Azaizeh;Al-Azaizeh;Ali Al-Azaizeh;Jordanien;FORWARD;1000000;0;0.0
pl-k00183142;Odeh;Al-Fakhouri;Al-Fakhouri;Odeh Al-Fakhouri;Jordanien;FORWARD;1000000;0;0.0
pl-k00183298;Akmal;Mozgovoy;Mozgovoy;Akmal Mozgovoy;Usbekistan;MIDFIELDER;1000000;0;0.0
pl-k00183340;Mohammad;Khalife;Khalife;Mohammad Khalife;Iran;GOALKEEPER;1000000;0;0.0
pl-k00183346;Ali;Nemati;Nemati;Ali Nemati;Iran;DEFENDER;1000000;0;0.0
pl-k00183403;Kelvin Spencer;Pires;Djack;Djack;Kap Verde;DEFENDER;2000000;0;0.0
pl-k00183407;Jair;Semedo Monteiro;Yannick Semedo;Yannick Semedo;Kap Verde;MIDFIELDER;2000000;0;0.0
pl-k00183839;Alaa;Al-Hajji ;Al-Hajji ;Alaa Al-Hajji ;Saudi-Arabien;MIDFIELDER;1000000;0;0.0
pl-k00184849;Mahmud;Abunada;Abunada;Mahmud Abunada;Katar;GOALKEEPER;1000000;0;0.0
pl-k00184850;Ayoub;Al-Oui;Al-Oui;Ayoub Al-Oui;Katar;DEFENDER;2000000;0;0.0
pl-k00184851;Tahsin;Jamshid;Jamshid;Tahsin Jamshid;Katar;FORWARD;1000000;0;0.0
pl-k00184852;Mohamed;Al-Mannai;Al-Mannai;Mohamed Al-Mannai;Katar;MIDFIELDER;2000000;0;0.0
pl-k00185081;Kilian;Belazzoug;Belazzoug;Kilian Belazzoug;Algerien;GOALKEEPER;1000000;0;0.0
pl-k00185671;Benjamin;Asare;Asare;Benjamin Asare;Ghana;GOALKEEPER;4000000;0;0.0
pl-k00185831;Keeto;Thermoncy;Thermoncy;Keeto Thermoncy;Haiti;DEFENDER;1000000;0;0.0
pl-k00186204;Husam;Abu Dahab;Abu Dahab;Husam Abu Dahab;Jordanien;DEFENDER;2000000;0;0.0
pl-k00186303;Hadi;Habibinejad;Habibinejad;Hadi Habibinejad;Iran;FORWARD;1000000;0;0.0
pl-k00186316;Al-Hashmi;Al-Hussain;Al-Hussain;Al-Hashmi Al-Hussain;Katar;DEFENDER;1000000;0;0.0
pl-k00186356;Armando;Gonzalez;Gonzalez;Armando Gonzalez;Mexiko;FORWARD;1000000;0;0.0
pl-k00186383;Youssef;Belammari;Belammari;Youssef Belammari;Marokko;DEFENDER;1000000;0;0.0
pl-k00186771;Sipho;Chaine;Chaine;Sipho Chaine;Südafrika;GOALKEEPER;1000000;0;0.0
pl-k00186772;Thabang;Matuludi;Matuludi;Thabang Matuludi;Südafrika;DEFENDER;1000000;0;0.0
pl-k00186773;Mbekezeli;Mbokazi;Mbokazi;Mbekezeli Mbokazi;Südafrika;DEFENDER;2000000;0;0.0
pl-k00186804;Khulumani;Ndamane;Ndamane;Khulumani Ndamane;Südafrika;DEFENDER;1000000;0;0.0
pl-k00186805;Thalente;Mbatha;Mbatha;Thalente Mbatha;Südafrika;MIDFIELDER;2000000;0;0.0
pl-k00186806;Relebohile;Mofokeng;Mofokeng;Relebohile Mofokeng;Südafrika;FORWARD;2000000;0;0.0
pl-k00186807;Tshepang;Moremi;Moremi;Tshepang Moremi;Südafrika;FORWARD;2000000;0;0.0
pl-k00187286;Adil;Boulbina;Boulbina;Adil Boulbina;Algerien;FORWARD;2000000;0;0.0
pl-k00187495;Redouane;Berkane;Berkane;Redouane Berkane;Algerien;FORWARD;1000000;0;0.0
pl-k00187691;Bara;Sapoko Ndiaye;Sapoko Ndiaye;Bara Sapoko Ndiaye;Senegal;MIDFIELDER;1000000;0;0.0
pl-k00192544;Bruno;Caicedo;B. Caicedo;Bruno Caicedo;Ecuador;FORWARD;2000000;0;0.0
pl-k00193378;Sabri;Ben Hessen;Ben Hessen;Sabri Ben Hessen;Tunesien;GOALKEEPER;2000000;0;0.0
pl-k00194142;Elliot;Stroud;Stroud;Elliot Stroud;Schweden;DEFENDER;2000000;0;0.0
pl-k00194337;Kamogelo;Sebelebele;Sebelebele;Kamogelo Sebelebele;Südafrika;DEFENDER;1000000;0;0.0
pl-k00194341;Issa;Laye;Laye;Issa Laye;Katar;DEFENDER;1000000;0;0.0
pl-k00194733;Woodensky;Pierre;W. Pierre;Woodensky Pierre;Haiti;MIDFIELDER;1000000;0;0.0
pl-k00195271;Manaf;Younis;Younis;Manaf Younis;Irak;DEFENDER;1000000;0;0.0
pl-k00195272;Ahmed;Maknzi;Maknzi;Ahmed Maknzi;Irak;DEFENDER;1000000;0;0.0
pl-k00195273;Zaid;Ismail;Ismail;Zaid Ismail;Irak;MIDFIELDER;1000000;0;0.0
pl-k00195274;Ali;Yousif;Yousif;Ali Yousif;Irak;FORWARD;1000000;0;0.0
pl-k00195395;Mohammad;Taha;Taha;Mohammad Taha;Jordanien;MIDFIELDER;1000000;0;0.0
pl-k00195396;Mohammad;Al-Dawoud;Al-Dawoud;Mohammad Al-Dawoud;Jordanien;MIDFIELDER;1000000;0;0.0
pl-k00195444;Mouhib;Chamakh;Chamakh;Mouhib Chamakh;Tunesien;GOALKEEPER;1000000;0;0.0
pl-k00195446;Moutaz;Neffati;Neffati;Moutaz Neffati;Tunesien;DEFENDER;1000000;0;0.0
pl-k00195447;Raed;Chikhaoui;Chikhaoui;Raed Chikhaoui;Tunesien;DEFENDER;1000000;0;0.0
pl-k00195449;Khalil;Ayari;Ayari;Khalil Ayari;Tunesien;FORWARD;1000000;0;0.0
pl-k00195453;Sherzod;Temirov;Temirov;Sherzod Temirov;Usbekistan;FORWARD;1000000;0;0.0
pl-k00195655;Achref;Abada;Abada;Achref Abada;Algerien;DEFENDER;1000000;0;0.0
pl-k00195661;Amirhossein;Mahmoudi;Mahmoudi;Amirhossein Mahmoudi;Iran;FORWARD;1000000;0;0.0
pl-k00195662;El-Mahdi;Soliman;Soliman;El-Mahdi Soliman;Ägypten;GOALKEEPER;1000000;0;0.0
pl-k00195663;Mohamed;Alaa;Alaa;Mohamed Alaa;Ägypten;GOALKEEPER;1000000;0;0.0
pl-k00195664;Tarek;Alaa;Alaa;Tarek Alaa;Ägypten;DEFENDER;1000000;0;0.0
pl-k00196610;Ederson;Castillo;Castillo;Ederson Castillo;Ecuador;MIDFIELDER;1000000;0;0.0
pl-k00199799;Rayan;Al-Ali;Al-Ali;Rayan Al-Ali;Katar;DEFENDER;1000000;0;0.0
pl-k00200613;Maytham;Jabbar;Jabbar;Maytham Jabbar;Irak;DEFENDER;1000000;0;0.0
pl-k00200616;Karar;Nabeel;Nabeel;Karar Nabeel;Irak;MIDFIELDER;1000000;0;0.0
pl-k00200620;Danial;Eiri;Eiri;Danial Eiri;Iran;DEFENDER;1000000;0;0.0
pl-k00200625;Anas;Badawi;Badawi;Anas Badawi;Jordanien;DEFENDER;1000000;0;0.0
pl-k00200629;Mostafa;Mohamed Zaki Abdelraouf;Mostafa Ziko;Mostafa Ziko;Ägypten;MIDFIELDER;1000000;0;0.0
pl-k00200796;Solomon;Agbasi;Agbasi;Solomon Agbasi;Ghana;GOALKEEPER;1000000;0;0.0
pl-k00201006;Fricio;Caicedo;F. Caicedo;Fricio Caicedo;Ecuador;DEFENDER;1000000;0;0.0
pl-k00201007;Luis;Fragozo;Fragozo;Luis Fragozo;Ecuador;FORWARD;1000000;0;0.0
pl-k00201011;Avazbek;Ulmasaliev;Ulmasaliev;Avazbek Ulmasaliev;Usbekistan;DEFENDER;1000000;0;0.0
