ID;Vorname;Nachname;Angezeigter Name;Verein;Position;Marktwert;Probability;exp_games;Erwartete Spiele;exp_gd;Erwartete Tordifferenz
pl-k00114376;Facundo;Medina;Facundo Medina;Argentinien;DEFENDER;2000000;0.0;5.991;0.0;8.658;0.0
pl-k00114381;Thiago;Almada;Thiago Almada;Argentinien;MIDFIELDER;4000000;0.0;5.991;0.0;8.658;0.0
pl-k00114540;Alexis;Mac Allister;Alexis Mac Allister;Argentinien;MIDFIELDER;8000000;0.8;5.991;4.793;8.658;6.927
pl-k00114723;Manu;Koné;Manu Koné;Frankreich;MIDFIELDER;6000000;0.0;6.141;0.0;7.58;0.0
pl-k00114736;Maximilian;Beier;Maximilian Beier;Deutschland;FORWARD;4000000;0.0;5.097;0.0;3.97;0.0
pl-k00114740;Kwasi;Sibo;Kwasi Sibo;Ghana;MIDFIELDER;1000000;1.0;3.144;3.144;-6.374;-6.374
pl-k00114796;Hannibal;Mejbri;Hannibal;Tunesien;MIDFIELDER;4000000;1.0;3.434;3.434;-3.766;-3.766
pl-k00114872;Sontje;Hansen;Sontje Hansen;Curacao;FORWARD;2000000;0.0;3.121;0.0;-6.73;-0.0
pl-k00114972;Dayne;St. Clair;Dayne St. Clair;Kanada;GOALKEEPER;2000000;0.5;4.653;2.327;1.822;0.911
pl-k00114978;Tajon;Buchanan;Tajon Buchanan;Kanada;MIDFIELDER;4000000;0.75;4.653;3.49;1.822;1.367
pl-k00114996;Matt;Freese;Matt Freese;USA;GOALKEEPER;4000000;0.6;3.74;2.244;-2.316;-1.389
pl-k00114998;Brenden;Aaronson;Brenden Aaronson;USA;MIDFIELDER;2000000;0.0;3.74;0.0;-2.316;-0.0
pl-k00115053;Ayumu;Seko;Ayumu Seko;Japan;DEFENDER;4000000;0.0;4.848;0.0;1.906;0.0
pl-k00115136;Ayase;Ueda;Ayase Ueda;Japan;FORWARD;4000000;1.0;4.848;4.848;1.906;1.906
pl-k00115166;Daizen;Maeda;Daizen Maeda;Japan;FORWARD;4000000;0.0;4.848;0.0;1.906;0.0
pl-k00115227;Tsuyoshi;Watanabe;Tsuyoshi Watanabe;Japan;DEFENDER;4000000;0.333;4.848;1.614;1.906;0.635
pl-k00115263;Wilfried;Singo;Wilfried Singo;Elfenbeinküste;DEFENDER;4000000;0.0;3.89;0.0;-2.143;-0.0
pl-k00115268;Julian;Araujo;Julian Araujo;Mexiko;DEFENDER;2000000;0.25;4.905;1.226;2.864;0.716
pl-k00115533;Igor;Matanovic;Igor Matanovic;Kroatien;FORWARD;4000000;0.0;4.93;0.0;2.779;0.0
pl-k00115539;Lyle;Foster;Lyle Foster;Südafrika;FORWARD;4000000;1.0;3.314;3.314;-4.325;-4.325
pl-k00115590;Jorge;Carrascal;Jorge Carrascal;Kolumbien;MIDFIELDER;4000000;0.0;5.21;0.0;3.512;0.0
pl-k00115605;Liam;Kelly;Liam Kelly;Schottland;GOALKEEPER;1000000;0.0;4.12;0.0;-0.984;-0.0
pl-k00115622;Omar;Alderete;Omar Alderete;Paraguay;DEFENDER;4000000;0.5;4.452;2.226;0.178;0.089
pl-k00115688;Nahuel;Molina;Nahuel Molina;Argentinien;DEFENDER;4000000;0.6;5.991;3.595;8.658;5.195
pl-k00115723;Felix;Torres;Felix Torres;Ecuador;DEFENDER;2000000;0.5;5.04;2.52;4.088;2.044
pl-k00115737;Luis Fernando;Diaz Marulanda;Luis Diaz;Kolumbien;FORWARD;8000000;1.0;5.21;5.21;3.512;3.512
pl-k00115738;Alvaro;Montero;Alvaro Montero;Kolumbien;GOALKEEPER;2000000;0.5;5.21;2.605;3.512;1.756
pl-k00115740;Lisandro;Martinez;Lisandro Martinez;Argentinien;DEFENDER;6000000;0.6;5.991;3.595;8.658;5.195
pl-k00115743;Carlos;Rodriguez;Carlos Rodriguez;Mexiko;MIDFIELDER;2000000;0.0;4.905;0.0;2.864;0.0
pl-k00115744;Alexis;Vega;Alexis Vega;Mexiko;FORWARD;2000000;0.25;4.905;1.226;2.864;0.716
pl-k00115782;Mathias;Villasanti;Mathias Villasanti;Paraguay;MIDFIELDER;2000000;0.0;4.452;0.0;0.178;0.0
pl-k00115787;Alan;Benitez;Alan Benitez;Paraguay;DEFENDER;1000000;0.0;4.452;0.0;0.178;0.0
pl-k00115794;José;Canale;José Canale;Paraguay;DEFENDER;1000000;0.0;4.452;0.0;0.178;0.0
pl-k00115803;Luis;Mejia;Luis Mejia;Panama;GOALKEEPER;1000000;0.0;3.879;0.0;-2.104;-0.0
pl-k00115805;Julio;Enciso;Julio Enciso;Paraguay;FORWARD;4000000;0.5;4.452;2.226;0.178;0.089
pl-k00115806;Cesar;Blackman;Cesar Blackman;Panama;DEFENDER;2000000;0.0;3.879;0.0;-2.104;-0.0
pl-k00115934;Willer;Ditta;Willer Ditta;Kolumbien;DEFENDER;1000000;0.0;5.21;0.0;3.512;0.0
pl-k00116010;Martin;Zubimendi;Martin Zubimendi;Spanien;MIDFIELDER;6000000;0.4;6.547;2.619;13.21;5.284
pl-k00116213;Brian;Rodriguez;Brian Rodriguez;Uruguay;FORWARD;2000000;0.0;4.672;0.0;1.55;0.0
pl-k00116395;Eren;Elmali;Eren Elmali;Türkei;DEFENDER;2000000;0.0;4.976;0.0;2.252;0.0
pl-k00116479;Pathé;Ciss;Pathé Ciss;Senegal;MIDFIELDER;2000000;0.0;4.598;0.0;0.171;0.0
pl-k00116517;Vitor;Machado Ferreira;Vitinha;Portugal;MIDFIELDER;8000000;0.6;5.302;3.182;3.99;2.394
pl-k00116544;Yeremi;Pino;Yeremy;Spanien;FORWARD;4000000;0.0;6.547;0.0;13.21;0.0
pl-k00116568;Lukas;Hornicek;Lukas Hornicek;Tschechien;GOALKEEPER;2000000;0.0;4.198;0.0;-0.433;-0.0
pl-k00116607;Tomas;Lemos Araujo;Tomas Araujo;Portugal;DEFENDER;4000000;0.2;5.302;1.06;3.99;0.798
pl-k00116618;James;Trafford;James Trafford;England;GOALKEEPER;1000000;0.0;5.687;0.0;6.383;0.0
pl-k00116621;Valentino;Livramento;Valentino Livramento;England;DEFENDER;6000000;0.0;5.687;0.0;6.383;0.0
pl-k00116627;Noni;Madueke;Noni Madueke;England;FORWARD;6000000;0.0;5.687;0.0;6.383;0.0
pl-k00116636;Senne;Lammens;Senne Lammens;Belgien;GOALKEEPER;4000000;0.0;4.876;0.0;2.814;0.0
pl-k00116650;Jeremy;Doku;Jeremy Doku;Belgien;FORWARD;8000000;0.5;4.876;2.438;2.814;1.407
pl-k00116659;Anass;Salah-Eddine;Anass Salah-Eddine;Marokko;DEFENDER;4000000;0.0;4.418;0.0;0.331;0.0
pl-k00116711;Adil;Aouchiche;Adil Aouchiche;Algerien;MIDFIELDER;2000000;0.0;3.705;0.0;-2.846;-0.0
pl-k00116718;Nathanael;Mbuku;Nathanael Mbuku;DR Kongo;MIDFIELDER;4000000;1.0;3.371;3.371;-4.126;-4.126
pl-k00116727;Hussein;Ali;Hussein Ali;Irak;DEFENDER;1000000;1.0;3.185;3.185;-5.568;-5.568
pl-k00116730;Anthony;Elanga;Anthony Elanga;Schweden;MIDFIELDER;6000000;1.0;3.796;3.796;-2.337;-2.337
pl-k00116735;Armin;Gigovic;Armin Gigovic;Bosnien-Herzegowina;MIDFIELDER;2000000;0.0;3.738;0.0;-2.61;-0.0
pl-k00117046;Zion;Suzuki;Zion Suzuki;Japan;GOALKEEPER;4000000;0.333;4.848;1.614;1.906;0.635
pl-k00117047;CJ;dos Santos;CJ dos Santos;Kap Verde;GOALKEEPER;1000000;0.0;3.272;0.0;-5.876;-0.0
pl-k00117048;Sergino;Dest;Sergino Dest;USA;DEFENDER;4000000;0.6;3.74;2.244;-2.316;-1.389
pl-k00117065;Jens Petter;Hauge;Jens Petter Hauge;Norwegen;MIDFIELDER;4000000;0.0;4.789;0.0;0.91;0.0
pl-k00117066;Kristian;Thorstvedt;Kristian Thorstvedt;Norwegen;MIDFIELDER;2000000;0.0;4.789;0.0;0.91;0.0
pl-k00117247;Josué;Duverger;Josué Duverger;Haiti;GOALKEEPER;1000000;0.0;3.218;0.0;-5.302;-0.0
pl-k00117251;Ricardo;Adé;Ricardo Adé;Haiti;DEFENDER;1000000;1.0;3.218;3.218;-5.302;-5.302
pl-k00117270;Frantzdy;Pierrot;Frantzdy Pierrot;Haiti;FORWARD;2000000;0.5;3.218;1.609;-5.302;-2.651
pl-k00117527;Ronald;Araujo;Ronald Araujo;Uruguay;DEFENDER;6000000;1.0;4.672;4.672;1.55;1.55
pl-k00117544;Moustapha;Mbow;Moustapha Mbow;Senegal;DEFENDER;2000000;0.0;4.598;0.0;0.171;0.0
pl-k00117605;Nando;Pijnaker;Nando Pijnaker;Neuseeland;DEFENDER;1000000;0.0;3.48;0.0;-3.434;-0.0
pl-k00117607;Elijah;Just;Elijah Just;Neuseeland;MIDFIELDER;2000000;1.0;3.48;3.48;-3.434;-3.434
pl-k00117608;Joe;Bell;Joe Bell;Neuseeland;MIDFIELDER;2000000;0.5;3.48;1.74;-3.434;-1.717
pl-k00117610;Sarpreet;Singh;Sarpreet Singh;Neuseeland;MIDFIELDER;2000000;1.0;3.48;3.48;-3.434;-3.434
pl-k00117612;Liberato;Cacace;Liberato Cacace;Neuseeland;DEFENDER;2000000;0.5;3.48;1.74;-3.434;-1.717
pl-k00117615;Callan;Elliot;Callan Elliot;Neuseeland;DEFENDER;1000000;0.0;3.48;0.0;-3.434;-0.0
pl-k00117616;Ben;Waine;Ben Waine;Neuseeland;FORWARD;1000000;0.5;3.48;1.74;-3.434;-1.717
pl-k00117619;Salah;Zakaria;Salah Zakaria;Katar;GOALKEEPER;1000000;0.0;3.194;0.0;-5.532;-0.0
pl-k00117627;Yusuf;Abdurisag;Yusuf Abdurisag;Katar;MIDFIELDER;1000000;0.0;3.194;0.0;-5.532;-0.0
pl-k00117630;Homam;Ahmed;Homam Ahmed;Katar;DEFENDER;2000000;1.0;3.194;3.194;-5.532;-5.532
pl-k00117636;Shehab;Ellethy;Shehab Ellethy;Katar;GOALKEEPER;1000000;0.0;3.194;0.0;-5.532;-0.0
pl-k00117676;Ahmed;Fatouh;Ahmed Fatouh;Ägypten;DEFENDER;1000000;0.0;3.951;0.0;-1.446;-0.0
pl-k00117677;Nabil;Emad Aly El-Mahdy Aly;Dunga;Ägypten;MIDFIELDER;1000000;0.0;3.951;0.0;-1.446;-0.0
pl-k00117727;Saud;Abdulhamid;Saud Abdulhamid;Saudi-Arabien;DEFENDER;2000000;0.5;3.316;1.658;-5.57;-2.785
pl-k00117731;Hassan;Al-Tambakti;Hassan Al-Tambakti;Saudi-Arabien;DEFENDER;2000000;0.5;3.316;1.658;-5.57;-2.785
pl-k00117736;Firas;Al-Buraikan;Firas Al-Buraikan;Saudi-Arabien;FORWARD;2000000;1.0;3.316;3.316;-5.57;-5.57
pl-k00117738;Khalid;Al-Ghannam;Khalid Al-Ghannam;Saudi-Arabien;MIDFIELDER;1000000;0.0;3.316;0.0;-5.57;-0.0
pl-k00117763;Oswin;Appollis;Oswin Appollis;Südafrika;FORWARD;2000000;1.0;3.314;3.314;-4.325;-4.325
pl-k00117780;Carlos;Harvey;Carlos Harvey;Panama;MIDFIELDER;2000000;0.5;3.879;1.94;-2.104;-1.052
pl-k00117789;Tomas;Rodriguez;Tomas Rodriguez;Panama;FORWARD;2000000;0.0;3.879;0.0;-2.104;-0.0
pl-k00117900;Ronwen;Williams;Ronwen Williams;Südafrika;GOALKEEPER;2000000;1.0;3.314;3.314;-4.325;-4.325
pl-k00117968;Simon;Banza;Simon Banza;DR Kongo;FORWARD;2000000;0.0;3.371;0.0;-4.126;-0.0
pl-k00117979;Hicham;Boudaoui;Hicham Boudaoui;Algerien;MIDFIELDER;4000000;1.0;3.705;3.705;-2.846;-2.846
pl-k00118072;Michael;Svoboda;Michael Svoboda;Österreich;DEFENDER;2000000;0.0;4.129;0.0;-1.1;-0.0
pl-k00118242;Mauricio;Magalhaes Prado;Mauricio;Paraguay;MIDFIELDER;2000000;0.0;4.452;0.0;0.178;0.0
pl-k00118244;Aymen;Dahmen;Aymen Dahmen;Tunesien;GOALKEEPER;1000000;1.0;3.434;3.434;-3.766;-3.766
pl-k00118384;Ricardo;Pepi;Ricardo Pepi;USA;FORWARD;4000000;0.2;3.74;0.748;-2.316;-0.463
pl-k00118385;Jacob;Shaffelburg;Jacob Shaffelburg;Kanada;MIDFIELDER;2000000;0.25;4.653;1.163;1.822;0.456
pl-k00118616;Samuel;Almeida Costa;Samuel Costa;Portugal;MIDFIELDER;4000000;0.2;5.302;1.06;3.99;0.798
pl-k00118634;Marcus;Pedersen;Marcus Pedersen;Norwegen;DEFENDER;1000000;0.0;4.789;0.0;0.91;0.0
pl-k00118662;Matej;Kovar;Matej Kovar;Tschechien;GOALKEEPER;4000000;1.0;4.198;4.198;-0.433;-0.433
pl-k00118670;David;Zima;David Zima;Tschechien;DEFENDER;2000000;0.0;4.198;0.0;-0.433;-0.0
pl-k00118676;Pavel;Sulc;Pavel Sulc;Tschechien;MIDFIELDER;4000000;1.0;4.198;4.198;-0.433;-0.433
pl-k00118737;Gabriel;Gudmundsson;Gabriel Gudmundsson;Schweden;DEFENDER;4000000;1.0;3.796;3.796;-2.337;-2.337
pl-k00118751;Ché;Adams;Ché Adams;Schottland;FORWARD;4000000;0.5;4.12;2.06;-0.984;-0.492
pl-k00118755;Giovanni;Reyna;Giovanni Reyna;USA;MIDFIELDER;2000000;0.2;3.74;0.748;-2.316;-0.463
pl-k00118788;Gabriel Teodoro;Martinelli Silva;Gabriel Martinelli;Brasilien;FORWARD;6000000;0.2;5.351;1.07;5.126;1.025
pl-k00119808;Ramiz;Zerrouki;Ramiz Zerrouki;Algerien;MIDFIELDER;2000000;0.5;3.705;1.852;-2.846;-1.423
pl-k00119829;Nuno Alexandre;Tavares Mendes;Nuno Mendes;Portugal;DEFENDER;8000000;0.8;5.302;4.242;3.99;3.192
pl-k00120081;Odilon;Kossounou;Odilon Kossounou;Elfenbeinküste;DEFENDER;4000000;1.0;3.89;3.89;-2.143;-2.143
pl-k00120099;Ladislav;Krejci;Ladislav Krejci;Tschechien;DEFENDER;4000000;1.0;4.198;4.198;-0.433;-0.433
pl-k00120125;Tomas;Ladra;Tomas Ladra;Tschechien;MIDFIELDER;2000000;0.0;4.198;0.0;-0.433;-0.0
pl-k00121256;Dylan;Batubinsika;Dylan Batubinsika;DR Kongo;DEFENDER;1000000;0.0;3.371;0.0;-4.126;-0.0
pl-k00121260;Abdoulaye;Seck;Abdoulaye Seck;Senegal;DEFENDER;1000000;0.0;4.598;0.0;0.171;0.0
pl-k00121357;Benjamin;Nygren;Benjamin Nygren;Schweden;FORWARD;4000000;0.5;3.796;1.898;-2.337;-1.168
pl-k00121878;Evann;Guessand;Evann Guessand;Elfenbeinküste;FORWARD;4000000;1.0;3.89;3.89;-2.143;-2.143
pl-k00121912;Lukas;Provod;Lukas Provod;Tschechien;MIDFIELDER;4000000;1.0;4.198;4.198;-0.433;-0.433
pl-k00123095;Alejandro;Baena Rdoriguez;Alex Baena;Spanien;MIDFIELDER;4000000;0.0;6.547;0.0;13.21;0.0
pl-k00123112;Dong-Gyeong;Lee;Dong-Gyeong Lee;Südkorea;MIDFIELDER;1000000;0.0;4.339;0.0;0.171;0.0
pl-k00123303;Folarin;Balogun;Folarin Balogun;USA;FORWARD;4000000;0.6;3.74;2.244;-2.316;-1.389
pl-k00123383;Johan;Vasquez;Johan Vasquez;Mexiko;DEFENDER;4000000;1.0;4.905;4.905;2.864;2.864
pl-k00123466;Luis;Romo;Luis Romo;Mexiko;MIDFIELDER;1000000;0.0;4.905;0.0;2.864;0.0
pl-k00123544;Jesse;Randall;Jesse Randall;Neuseeland;FORWARD;1000000;0.0;3.48;0.0;-3.434;-0.0
pl-k00123545;Matthew;Garbett;Matthew Garbett;Neuseeland;MIDFIELDER;1000000;0.5;3.48;1.74;-3.434;-1.717
pl-k00123553;Ben;Old;Ben Old;Neuseeland;DEFENDER;2000000;1.0;3.48;3.48;-3.434;-3.434
pl-k00123555;Marko;Stamenic;Marko Stamenic;Neuseeland;MIDFIELDER;2000000;1.0;3.48;3.48;-3.434;-3.434
pl-k00123588;Haissem;Hassan;Haissem Hassan;Ägypten;MIDFIELDER;2000000;0.0;3.951;0.0;-1.446;-0.0
pl-k00123602;Bart;Verbruggen;Bart Verbruggen;Niederlande;GOALKEEPER;6000000;0.75;5.268;3.951;3.773;2.83
pl-k00123610;Pedro;Gonzalez Lopez;Pedri;Spanien;MIDFIELDER;8000000;0.8;6.547;5.238;13.21;10.568
pl-k00123794;Pape;Sarr;Pape Sarr;Senegal;MIDFIELDER;4000000;0.0;4.598;0.0;0.171;0.0
pl-k00123844;Piero;Hincapie;Piero Hincapie;Ecuador;DEFENDER;6000000;0.5;5.04;2.52;4.088;2.044
pl-k00123857;John;Mercado;John Mercado;Ecuador;FORWARD;2000000;0.0;5.04;0.0;4.088;0.0
pl-k00123858;Pedro;Vite;Pedro Vite;Ecuador;MIDFIELDER;4000000;0.5;5.04;2.52;4.088;2.044
pl-k00123893;Carl;Sainté;Carl Sainté;Haiti;MIDFIELDER;1000000;0.0;3.218;0.0;-5.302;-0.0
pl-k00123957;Rayan;Cherki;Rayan Cherki;Frankreich;FORWARD;6000000;0.2;6.141;1.228;7.58;1.516
pl-k00123960;Tae-Seok;Lee;Tae-Seok Lee;Südkorea;DEFENDER;2000000;0.667;4.339;2.894;0.171;0.114
pl-k00123962;Han-Beom;Lee;Han-Beom Lee;Südkorea;DEFENDER;2000000;0.333;4.339;1.445;0.171;0.057
pl-k00123977;Ji-Sung;Eom;Ji-Sung Eom;Südkorea;MIDFIELDER;2000000;0.0;4.339;0.0;0.171;0.0
pl-k00123994;Charles;de Ketelaere;Charles de Ketelaere;Belgien;FORWARD;4000000;0.25;4.876;1.219;2.814;0.703
pl-k00124076;Amad;Diallo Traoré;Amad;Elfenbeinküste;FORWARD;6000000;1.0;3.89;3.89;-2.143;-2.143
pl-k00124100;Sphephelo;Sithole;Yaya Sithole;Südafrika;MIDFIELDER;1000000;0.0;3.314;0.0;-4.325;-0.0
pl-k00124742;Paul;Izzo;Paul Izzo;Australien;GOALKEEPER;1000000;0.333;4.066;1.354;-0.993;-0.331
pl-k00124769;Kai;Trewin;Kai Trewin;Australien;DEFENDER;1000000;0.333;4.066;1.354;-0.993;-0.331
pl-k00124790;Joe;Gauci;Joe Gauci;Australien;GOALKEEPER;1000000;0.0;4.066;0.0;-0.993;-0.0
pl-k00124795;Nathaniel;Atkinson;Nathaniel Atkinson;Australien;DEFENDER;1000000;0.0;4.066;0.0;-0.993;-0.0
pl-k00124798;Connor;Metcalfe;Connor Metcalfe;Australien;MIDFIELDER;2000000;0.667;4.066;2.712;-0.993;-0.662
pl-k00124901;Cameron;Devlin;Cameron Devlin;Australien;MIDFIELDER;1000000;0.0;4.066;0.0;-0.993;-0.0
pl-k00124927;Jude;Bellingham;Jude Bellingham;England;MIDFIELDER;8000000;0.8;5.687;4.55;6.383;5.106
pl-k00124952;David;Raya;David Raya;Spanien;GOALKEEPER;4000000;0.2;6.547;1.309;13.21;2.642
pl-k00124965;Ollie;Watkins;Ollie Watkins;England;FORWARD;4000000;0.0;5.687;0.0;6.383;0.0
pl-k00124974;Antoine;Semenyo;Antoine Semenyo;Ghana;FORWARD;6000000;1.0;3.144;3.144;-6.374;-6.374
pl-k00125047;Djed;Spence;Djed Spence;England;DEFENDER;4000000;0.0;5.687;0.0;6.383;0.0
pl-k00125107;Meshaal;Barsham;Meshaal Barsham;Katar;GOALKEEPER;1000000;1.0;3.194;3.194;-5.532;-5.532
pl-k00125116;Hassan;Kadesh;Hassan Kadesh;Saudi-Arabien;DEFENDER;1000000;0.0;3.316;0.0;-5.57;-0.0
pl-k00125119;Nasser;Al-Dawsari;Nasser Al-Dawsari;Saudi-Arabien;MIDFIELDER;2000000;0.5;3.316;1.658;-5.57;-2.785
pl-k00125123;Saleh;Al-Shehri;Saleh Al-Shehri;Saudi-Arabien;FORWARD;1000000;0.0;3.316;0.0;-5.57;-0.0
pl-k00125129;Mohamed Amine;Ben Hamida;Mohamed Amine Ben Hamida;Tunesien;DEFENDER;1000000;0.0;3.434;0.0;-3.766;-0.0
pl-k00125171;Eberechi;Eze;Eberechi Eze;England;MIDFIELDER;6000000;0.0;5.687;0.0;6.383;0.0
pl-k00125181;Michael;Olise;Michael Olise;Frankreich;FORWARD;10000000;0.6;6.141;3.685;7.58;4.548
pl-k00125266;Logan;Costa;Logan Costa;Kap Verde;DEFENDER;2000000;0.0;3.272;0.0;-5.876;-0.0
pl-k00125269;Patrick;Wimmer;Patrick Wimmer;Österreich;MIDFIELDER;4000000;0.5;4.129;2.064;-1.1;-0.55
pl-k00125275;Aaron;Hickey;Aaron Hickey;Schottland;DEFENDER;2000000;1.0;4.12;4.12;-0.984;-0.984
pl-k00125311;Lyndon;Dykes;Lyndon Dykes;Schottland;FORWARD;4000000;0.5;4.12;2.06;-0.984;-0.492
pl-k00125406;Ross;Stewart;Ross Stewart;Schottland;FORWARD;2000000;0.0;4.12;0.0;-0.984;-0.0
pl-k00125655;Joseph;Anang;Joseph Anang;Ghana;GOALKEEPER;1000000;0.0;3.144;0.0;-6.374;-0.0
pl-k00125842;Alistair;Johnston;Alistair Johnston;Kanada;DEFENDER;4000000;0.75;4.653;3.49;1.822;1.367
pl-k00125872;Sebastian;Berhalter;Sebastian Berhalter;USA;MIDFIELDER;2000000;0.2;3.74;0.748;-2.316;-0.463
pl-k00125875;Joel;Waterman;Joel Waterman;Kanada;DEFENDER;2000000;0.0;4.653;0.0;1.822;0.0
pl-k00125972;Livano;Comenencia;Livano Comenencia;Curacao;MIDFIELDER;1000000;1.0;3.121;3.121;-6.73;-6.73
pl-k00126071;Mohamed;Touré;Mohamed Touré;Australien;FORWARD;2000000;1.0;4.066;4.066;-0.993;-0.993
pl-k00126161;Yuito;Suzuki;Yuito Suzuki;Japan;MIDFIELDER;4000000;0.0;4.848;0.0;1.906;0.0
pl-k00126190;Azzedine;Ounahi;Azzedine Ounahi;Marokko;MIDFIELDER;4000000;0.25;4.418;1.104;0.331;0.083
pl-k00126192;Oston;Urunov;Oston Urunov;Usbekistan;FORWARD;2000000;0.5;3.684;1.842;-2.905;-1.452
pl-k00126214;Maxim;de Cuyper;Maxim de Cuyper;Belgien;DEFENDER;4000000;0.75;4.876;3.657;2.814;2.11
pl-k00126539;Jhon;Arias;Jhon Arias;Kolumbien;MIDFIELDER;4000000;0.5;5.21;2.605;3.512;1.756
pl-k00126579;Willian;Pacho;Willian Pacho;Ecuador;DEFENDER;8000000;0.5;5.04;2.52;4.088;2.044
pl-k00126584;Angelo;Preciado;Angelo Preciado;Ecuador;DEFENDER;2000000;0.0;5.04;0.0;4.088;0.0
pl-k00126585;Alan;Franco;Alan Franco;Ecuador;MIDFIELDER;4000000;1.0;5.04;5.04;4.088;4.088
pl-k00126589;Moises;Caicedo;Moises Caicedo;Ecuador;MIDFIELDER;6000000;0.5;5.04;2.52;4.088;2.044
pl-k00126598;Petar;Musa;Petar Musa;Kroatien;FORWARD;1000000;0.0;4.93;0.0;2.779;0.0
pl-k00126697;Anthony;Valencia;Anthony Valencia;Ecuador;MIDFIELDER;1000000;0.0;5.04;0.0;4.088;0.0
pl-k00126826;Facundo;Pellistri;Facundo Pellistri;Uruguay;FORWARD;2000000;0.0;4.672;0.0;1.55;0.0
pl-k00126831;Enzo;Fernandez;Enzo Fernandez;Argentinien;MIDFIELDER;8000000;0.8;5.991;4.793;8.658;6.927
pl-k00126882;Emiliano;Martinez;Emiliano Martinez;Uruguay;MIDFIELDER;1000000;0.0;4.672;0.0;1.55;0.0
pl-k00126894;Juan José;Caceres;Juan José Caceres;Paraguay;DEFENDER;2000000;0.5;4.452;2.226;0.178;0.089
pl-k00128521;Richard;Rios;Richard Rios;Kolumbien;MIDFIELDER;4000000;1.0;5.21;5.21;3.512;3.512
pl-k00128608;Bum-Keun;Song;Bum-Keun Song;Südkorea;GOALKEEPER;1000000;0.667;4.339;2.894;0.171;0.114
pl-k00128763;Rustam;Ashurmatov;Rustam Ashurmatov;Usbekistan;DEFENDER;1000000;1.0;3.684;3.684;-2.905;-2.905
pl-k00128790;Marvin;Keller;Marvin Keller;Schweiz;GOALKEEPER;1000000;0.0;5.181;0.0;4.737;0.0
pl-k00128826;Jamshid;Iskanderov;Jamshid Iskanderov;Usbekistan;MIDFIELDER;1000000;0.0;3.684;0.0;-2.905;-0.0
pl-k00128894;Jin-Gyu;Kim;Jin-Gyu Kim;Südkorea;MIDFIELDER;2000000;0.333;4.339;1.445;0.171;0.057
pl-k00128987;Matheus Luiz;Nunes;Matheus Nunes;Portugal;DEFENDER;6000000;0.0;5.302;0.0;3.99;0.0
pl-k00129004;Young-Woo;Seol;Young-Woo Seol;Südkorea;DEFENDER;4000000;0.667;4.339;2.894;0.171;0.114
pl-k00129073;Luis Javier;Suarez Charris;Luis Suarez;Kolumbien;FORWARD;6000000;1.0;5.21;5.21;3.512;3.512
pl-k00129218;Ardon;Jashari;Ardon Jashari;Schweiz;MIDFIELDER;4000000;0.5;5.181;2.59;4.737;2.368
pl-k00129278;Pape;Gueye;Pape Gueye;Senegal;MIDFIELDER;6000000;0.75;4.598;3.448;0.171;0.128
pl-k00129313;Telmo Emanuel;Gomes Arcanjo;Telmo Arcanjo;Kap Verde;MIDFIELDER;2000000;0.5;3.272;1.636;-5.876;-2.938
pl-k00129317;Goncalo Bernardo;Inacio;Goncalo Inacio;Portugal;DEFENDER;6000000;0.6;5.302;3.182;3.99;2.394
pl-k00129372;Daniel;Munoz;Daniel Munoz;Kolumbien;DEFENDER;4000000;1.0;5.21;5.21;3.512;3.512
pl-k00129414;Arthur;Theate;Arthur Theate;Belgien;DEFENDER;4000000;0.75;4.876;3.657;2.814;2.11
pl-k00129425;George;Hirst;George Hirst;Schottland;FORWARD;2000000;0.0;4.12;0.0;-0.984;-0.0
pl-k00129671;Nathaniel;Brown;Nathaniel Brown;Deutschland;DEFENDER;4000000;0.2;5.097;1.019;3.97;0.794
pl-k00129904;Jasurbek;Jaloliddinov;Jasurbek Jaloliddinov;Usbekistan;MIDFIELDER;1000000;0.0;3.684;0.0;-2.905;-0.0
pl-k00130230;Luiz Henrique André;Rosa da Silva;Luiz Henrique;Brasilien;FORWARD;6000000;0.0;5.351;0.0;5.126;0.0
pl-k00130252;Nicolas;Seiwald;Nicolas Seiwald;Österreich;MIDFIELDER;4000000;1.0;4.129;4.129;-1.1;-1.1
pl-k00130288;Brian;Gutierrez;Brian Gutierrez;Mexiko;MIDFIELDER;4000000;0.5;4.905;2.452;2.864;1.432
pl-k00130356;Maxence;Lacroix;Maxence Lacroix;Frankreich;DEFENDER;4000000;0.2;6.141;1.228;7.58;1.516
pl-k00130453;Dominic;Hyam;Dominic Hyam;Schottland;DEFENDER;2000000;0.0;4.12;0.0;-0.984;-0.0
pl-k00130586;Luka;Sucic;Luka Sucic;Kroatien;MIDFIELDER;2000000;0.0;4.93;0.0;2.779;0.0
pl-k00130739;Emmanuel;Agbadou;Emmanuel Agbadou;Elfenbeinküste;DEFENDER;2000000;0.5;3.89;1.945;-2.143;-1.072
pl-k00130790;Ismail;Yüksek;Ismail Yüksek;Türkei;MIDFIELDER;4000000;1.0;4.976;4.976;2.252;2.252
pl-k00130792;Cherif;Ndiaye;Cherif Ndiaye;Senegal;FORWARD;2000000;0.0;4.598;0.0;0.171;0.0
pl-k00130795;Patrick;Berg;Patrick Berg;Norwegen;MIDFIELDER;2000000;1.0;4.789;4.789;0.91;0.91
