ID;Marktwert TM;TM-ID;TM-Name;Verein
pl-k00105876;3000000.0;363223;Jack Hendry;Schottland
pl-k00105950;2200000.0;294767;Majid Hosseini;Iran
pl-k00105961;1000000.0;249360;Ali Alipour;Iran
pl-k00105983;100000000.0;413112;Aurélien Tchouaméni;Frankreich
pl-k00106053;375000.0;401029;Roshon van Eijma;Curacao
pl-k00106087;10000000.0;355816;Ko Itakura;Japan
pl-k00106091;;489359;Ao Tanaka;Japan
pl-k00106095;6000000.0;429259;Mark McKenzie;USA
pl-k00106109;;308120;Mohamed Kanno;Saudi-Arabien
pl-k00106186;;564006;Abdulquddus Atiah;Saudi-Arabien
pl-k00106205;7500000.0;405385;Yukinari Sugawara;Japan
pl-k00106358;18000000.0;353892;Hiroki Ito;Japan
pl-k00106359;2500000.0;351567;Koki Ogawa;Japan
pl-k00106362;20000000.0;370846;Timothy Weah;USA
pl-k00106538;;415521;Keisuke Osako;Japan
pl-k00106559;;437903;Abdullah Al-Khaibari;Saudi-Arabien
pl-k00106597;5000000.0;521127;Ayoub El Kaabi;Marokko
pl-k00106599;;134573;Mohamed El Shenawy;Ägypten
pl-k00106676;85000000.0;406625;Lautaro Martínez;Argentinien
pl-k00106680;28000000.0;524481;Roger Ibañez;Brasilien
pl-k00106698;70000000.0;455661;Nick Woltemade;Deutschland
pl-k00106891;12000000.0;251075;Zeki Çelik;Türkei
pl-k00106912;10000000.0;442531;Edouard Mendy;Senegal
pl-k00106928;45000000.0;406640;Felix Nmecha;Deutschland
pl-k00107005;25000000.0;454567;Orkun Kökçü;Türkei
pl-k00107290;40000000.0;578391;Rayan Aït-Nouri;Algerien
pl-k00107513;18000000.0;346890;Noah Okafor;Schweiz
pl-k00107564;;375300;Adalberto Carrasquilla;Panama
pl-k00107692;130000000.0;580195;Jamal Musiala;Deutschland
pl-k00107693;110000000.0;598577;Florian Wirtz;Deutschland
pl-k00107767;30000000.0;561613;Joan García;Spanien
pl-k00107833;20000000.0;473169;Brian Brobbey;Niederlande
pl-k00107834;70000000.0;420243;Jurriën Timber;Niederlande
pl-k00107835;28000000.0;420213;Quinten Timber;Niederlande
pl-k00107846;22000000.0;474701;Crysencio Summerville;Niederlande
pl-k00107848;2000000.0;412937;Shurandy Sambo;Curacao
pl-k00108054;400000.0;393241;Godfried Roemeratoe;Curacao
pl-k00108107;35000000.0;550550;Gonçalo Ramos;Portugal
pl-k00108337;18000000.0;459463;Cucho Hernández;Kolumbien
pl-k00108493;2000000.0;425028;José Luis Rodríguez;Panama
pl-k00108624;100000.0;838947;Alexandre Pierre;Haiti
pl-k00108633;30000000.0;349701;Antonee Robinson;USA
pl-k00108669;600000.0;413268;Kevin Yakob;Irak
pl-k00108822;200000000.0;418560;Erling Haaland;Norwegen
pl-k00109674;35000000.0;467437;Malik Tillman;USA
pl-k00110076;5000000.0;353922;Mert Müldür;Türkei
pl-k00110131;35000000.0;412669;Francisco Trincão;Portugal
pl-k00110134;2000000.0;406008;Yan Valery;Tunesien
pl-k00110177;30000000.0;371149;Evan Ndicka;Elfenbeinküste
pl-k00110243;90000000.0;478573;Ryan Gravenberch;Niederlande
pl-k00110311;25000000.0;578539;Chris Richards;USA
pl-k00110341;;563033;Pavel Bucha;Tschechien
pl-k00110344;;142219;Jaroslav Zelený;Tschechien
pl-k00110515;;589006;Mathieu Choinière;Kanada
pl-k00110564;;1220232;Lucas Sanabria;Uruguay
pl-k00110616;25000000.0;462250;João Félix;Portugal
pl-k00110655;800000.0;448466;Jovane Cabral;Kap Verde
pl-k00110676;42000000.0;485706;Amadou Onana;Belgien
pl-k00110713;6000000.0;490426;Krépin Diatta;Senegal
pl-k00110782;12000000.0;381950;Alexis Saelemaekers;Belgien
pl-k00110802;2500000.0;129586;Joris Kayembe;DR Kongo
pl-k00110836;35000000.0;533738;Jonathan David;Kanada
pl-k00110964;5000000.0;242359;Juan Musso;Argentinien
pl-k00111030;2500000.0;340990;Alfie Jones;Kanada
pl-k00111104;25000000.0;521964;Malick Thiaw;Deutschland
pl-k00111248;7000000.0;496706;Montassar Talbi;Tunesien
pl-k00111286;22000000.0;361914;Nayef Aguerd;Marokko
pl-k00111312;250000.0;350347;Michael Woud;Neuseeland
pl-k00111322;18000000.0;494237;Wilson Isidor;Haiti
pl-k00111323;4300000.0;416108;Youcef Atal;Algerien
pl-k00111352;90000000.0;495666;William Saliba;Frankreich
pl-k00111363;25000000.0;557149;Kang-in Lee;Südkorea
pl-k00111483;40000000.0;553875;Pedro Porro;Spanien
pl-k00111568;60000000.0;355915;Cristian Romero;Argentinien
pl-k00111733;20000000.0;428563;Lewis Ferguson;Schottland
pl-k00111774;2500000.0;451801;Abdul Mumin;Ghana
pl-k00111857;900000.0;282689;Seung-ho Paik;Südkorea
pl-k00111860;2000000.0;371013;Ivor Pandur;Kroatien
pl-k00111988;3500000.0;356044;Jorge Sánchez;Mexiko
pl-k00112075;;524592;Moon-hwan Kim;Südkorea
pl-k00112076;4500000.0;365394;In-beom Hwang;Südkorea
pl-k00112077;2500000.0;371174;Diego Lainez;Mexiko
pl-k00112079;;353583;Roberto Alvarado;Mexiko
pl-k00112080;40000000.0;365108;Dan Ndoye;Schweiz
pl-k00112101;10000000.0;424015;Nathan Patterson;Schottland
pl-k00112135;17000000.0;413565;Jhon Lucumí;Kolumbien
pl-k00112426;40000000.0;429983;Jørgen Strand Larsen;Norwegen
pl-k00112730;1500000.0;613192;Jens Castrop;Südkorea
pl-k00112780;12000000.0;331560;Takehiro Tomiyasu;Japan
pl-k00112868;5000000.0;358166;Eldor Shomurodov;Usbekistan
pl-k00112929;35000000.0;576314;Jan Paul van Hecke;Niederlande
pl-k00112936;6000000.0;370997;Dominik Kotarski;Kroatien
pl-k00113011;750000.0;294502;Dostonbek Khamdamov;Usbekistan
pl-k00113069;;541420;Timothy Fayulu;DR Kongo
pl-k00113146;1000000.0;403808;Andrés Andrade;Panama
pl-k00113163;4500000.0;402733;Gonzalo Montiel;Argentinien
pl-k00113179;100000000.0;576024;Julián Álvarez;Argentinien
pl-k00113185;7000000.0;504153;Joe Scally;USA
pl-k00113214;70000000.0;503743;Morgan Rogers;England
pl-k00113407;130000000.0;433177;Bukayo Saka;England
pl-k00113510;7000000.0;261503;Álvaro Fidalgo;Mexiko
pl-k00113749;;206782;Jalal Hassan;Irak
pl-k00113751;;217073;Rebin Sulaka;Irak
pl-k00113754;400000.0;166460;Frans Dhia Putros;Irak
pl-k00113759;350000.0;589646;Mohanad Ali;Irak
pl-k00113856;;311958;Utkir Yusupov;Usbekistan
pl-k00113863;;212499;Farrukh Sayfiev;Usbekistan
pl-k00113866;;288915;Odildzhon Khamrobekov;Usbekistan
pl-k00113867;1600000.0;294525;Otabek Shukurov;Usbekistan
pl-k00113914;20000000.0;575998;Leonardo Balerdi;Argentinien
pl-k00113916;;86286;Hasan Al-Haydos;Katar
pl-k00113920;;222385;Karim Boudiaf;Katar
pl-k00113922;;187987;Ahmed Alaaeldin;Katar
pl-k00113924;;228727;Pedro Miguel;Katar
pl-k00113926;;222669;Boualem Khoukhi;Katar
pl-k00113927;;251183;Ahmed Fathi;Katar
pl-k00113930;;345095;Almoez Ali;Katar
pl-k00113931;;336665;Sultan Al-Brake;Katar
pl-k00113932;300000.0;336667;Assim Madibo;Katar
pl-k00113966;;509894;Abdulelah Al-Amri;Saudi-Arabien
pl-k00113975;1700000.0;274536;Jaloliddin Masharipov;Usbekistan
pl-k00114084;;539961;Yazan Al-Arab;Jordanien
pl-k00114094;;310943;Ehsan Haddad;Jordanien
pl-k00114256;;450233;Moisés Ramírez;Ecuador
pl-k00114257;3300000.0;491616;Jackson Porozo;Ecuador
pl-k00114259;;598145;Jordy Alcívar;Ecuador
pl-k00114277;5000000.0;592735;Gonzalo Plata;Ecuador
pl-k00114290;;491596;Braian Ojeda;Paraguay
pl-k00114307;;643259;Orlando Gill;Paraguay
pl-k00114311;;532389;Sebastián Cáceres;Uruguay
pl-k00114315;;482144;Michel Araújo;Uruguay
pl-k00114317;20000000.0;606752;Rodrigo Zalazar;Uruguay
pl-k00114335;70000000.0;546543;Darwin Núñez;Uruguay
pl-k00114376;20000000.0;474800;Facundo Medina;Argentinien
pl-k00114381;20000000.0;576028;Thiago Almada;Argentinien
pl-k00114540;85000000.0;534033;Alexis Mac Allister;Argentinien
pl-k00114723;50000000.0;624690;Manu Koné;Frankreich
pl-k00114736;30000000.0;578392;Maximilian Beier;Deutschland
pl-k00114740;300000.0;538006;Kwasi Sibo;Ghana
pl-k00114796;9000000.0;607224;Hannibal;Tunesien
pl-k00114872;3000000.0;485582;Sontje Hansen;Curacao
pl-k00114972;;439750;Dayne St. Clair;Kanada
pl-k00114978;8000000.0;638793;Tajon Buchanan;Kanada
pl-k00114996;;500309;Matt Freese;USA
pl-k00114998;12000000.0;393323;Brenden Aaronson;USA
pl-k00115053;;405389;Ayumu Seko;Japan
pl-k00115136;8000000.0;589128;Ayase Ueda;Japan
pl-k00115166;14000000.0;420931;Daizen Maeda;Japan
pl-k00115227;10000000.0;598791;Tsuyoshi Watanabe;Japan
pl-k00115263;28000000.0;648779;Wilfried Singo;Elfenbeinküste
pl-k00115268;10000000.0;513970;Julián Araujo;Mexiko
pl-k00115533;7000000.0;605268;Igor Matanovic;Kroatien
pl-k00115539;13000000.0;467623;Lyle Foster;Südafrika
pl-k00115590;9000000.0;354145;Jorge Carrascal;Kolumbien
pl-k00115605;800000.0;208772;Liam Kelly;Schottland
pl-k00115622;12000000.0;353032;Omar Alderete;Paraguay
pl-k00115688;15000000.0;424042;Nahuel Molina;Argentinien
pl-k00115723;;468174;Félix Torres;Ecuador
pl-k00115737;70000000.0;480692;Luis Díaz;Kolumbien
pl-k00115738;;292985;Álvaro Montero;Kolumbien
pl-k00115740;50000000.0;480762;Lisandro Martínez;Argentinien
pl-k00115743;;534620;Carlos Rodríguez;Mexiko
pl-k00115744;;424689;Alexis Vega;Mexiko
pl-k00115782;;436385;Mathías Villasanti;Paraguay
pl-k00115787;;344676;Alan Benítez;Paraguay
pl-k00115794;;402627;José Canale;Paraguay
pl-k00115805;20000000.0;660867;Julio Enciso;Paraguay
pl-k00115806;;440383;César Blackman;Panama
pl-k00115934;;609255;Willer Ditta;Kolumbien
pl-k00116010;50000000.0;423440;Martín Zubimendi;Spanien
pl-k00116213;;465818;Brian Rodríguez;Uruguay
pl-k00116479;2000000.0;525578;Pathé Ciss;Senegal
pl-k00116517;110000000.0;487469;Vitinha;Portugal
pl-k00116544;30000000.0;568157;Yéremy Pino;Spanien
pl-k00116568;10000000.0;629773;Lukas Hornicek;Tschechien
pl-k00116607;28000000.0;504087;Tomás Araújo;Portugal
pl-k00116618;18000000.0;566799;James Trafford;England
pl-k00116621;40000000.0;503981;Tino Livramento;England
pl-k00116627;50000000.0;503987;Noni Madueke;England
pl-k00116636;25000000.0;503883;Senne Lammens;Belgien
pl-k00116650;65000000.0;486049;Jérémy Doku;Belgien
pl-k00116659;12000000.0;485584;Anass Salah-Eddine;Marokko
pl-k00116718;2000000.0;557614;Nathanaël Mbuku;DR Kongo
pl-k00116727;400000.0;585325;Hussein Ali;Irak
pl-k00116730;50000000.0;583189;Anthony Elanga;Schweden
pl-k00116735;2000000.0;651269;Armin Gigovic;Bosnien-Herzegowina
pl-k00117046;20000000.0;432298;Zion Suzuki;Japan
pl-k00117047;;532096;CJ dos Santos;Kap Verde
pl-k00117048;18000000.0;361104;Sergiño Dest;USA
pl-k00117065;2500000.0;422355;Jens Petter Hauge;Norwegen
pl-k00117066;8000000.0;564785;Kristian Thorstvedt;Norwegen
pl-k00117270;3000000.0;492955;Frantzdy Pierrot;Haiti
pl-k00117527;70000000.0;480267;Ronald Araujo;Uruguay
pl-k00117544;600000.0;649026;Moustapha Mbow;Senegal
pl-k00117605;175000.0;455425;Nando Pijnaker;Neuseeland
pl-k00117607;350000.0;485672;Elijah Just;Neuseeland
pl-k00117608;1200000.0;345700;Joe Bell;Neuseeland
pl-k00117610;600000.0;350357;Sarpreet Singh;Neuseeland
pl-k00117612;3000000.0;469211;Liberato Cacace;Neuseeland
pl-k00117615;300000.0;482204;Callan Elliot;Neuseeland
pl-k00117616;;539502;Ben Waine;Neuseeland
pl-k00117619;;632912;Salah Zakaria;Katar
pl-k00117627;;589099;Yusuf Abdurisag;Katar
pl-k00117630;;449710;Hazem Ahmed;Katar
pl-k00117636;;589101;Shehab Ellethy;Katar
pl-k00117676;;465966;Ahmed Fatouh;Ägypten
pl-k00117677;;479683;Nabil Dunga;Ägypten
pl-k00117727;3000000.0;631927;Saud Abdulhamid;Saudi-Arabien
pl-k00117731;;509897;Hassan Tambakti;Saudi-Arabien
pl-k00117736;;631922;Firas Al-Buraikan;Saudi-Arabien
pl-k00117738;;631923;Khalid Al-Ghannam;Saudi-Arabien
pl-k00117763;;673381;Oswin Appollis;Südafrika
pl-k00117780;;628806;Carlos Harvey;Panama
pl-k00117789;;569205;Tomás Rodríguez;Panama
pl-k00117900;;175577;Ronwen Williams;Südafrika
pl-k00117968;11000000.0;344869;Simon Banza;DR Kongo
pl-k00117979;12000000.0;560593;Hicham Boudaoui;Algerien
pl-k00118072;900000.0;438961;Michael Svoboda;Österreich
pl-k00118242;;678439;Mauricio;Paraguay
pl-k00118244;;569433;Aymen Dahmen;Tunesien
pl-k00118384;15000000.0;627207;Ricardo Pepi;USA
pl-k00118385;;637632;Jacob Shaffelburg;Kanada
pl-k00118634;3500000.0;583404;Marcus Pedersen;Norwegen
pl-k00118662;7000000.0;550829;Matej Kovar;Tschechien
pl-k00118670;4000000.0;544149;David Zima;Tschechien
pl-k00118676;;500053;Pavel Sulc;Tschechien
pl-k00118737;15000000.0;362108;Gabriel Gudmundsson;Schweden
pl-k00118751;18000000.0;346779;Ché Adams;Schottland
pl-k00118755;6000000.0;504215;Giovanni Reyna;USA
pl-k00118788;45000000.0;655488;Gabriel Martinelli;Brasilien
pl-k00119808;9000000.0;416660;Ramiz Zerrouki;Algerien
pl-k00119829;75000000.0;616341;Nuno Mendes;Portugal
pl-k00120081;22000000.0;644771;Odilon Kossounou;Elfenbeinküste
pl-k00120099;22000000.0;345911;Ladislav Krejčí;Tschechien
pl-k00120125;;334803;Tomas Ladra;Tschechien
pl-k00121256;700000.0;289432;Dylan Batubinsika;DR Kongo
pl-k00121260;1500000.0;265383;Abdoulaye Seck;Senegal
pl-k00121357;6500000.0;475949;Benjamin Nygren;Schweden
pl-k00121878;28000000.0;500689;Evann Guessand;Elfenbeinküste
pl-k00121912;;292779;Lukas Provod;Tschechien
pl-k00123095;40000000.0;548111;Álex Baena;Spanien
pl-k00123112;;558086;Dong-gyeong Lee;Südkorea
pl-k00123303;22000000.0;503770;Folarin Balogun;USA
pl-k00123383;10000000.0;532937;Johan Vásquez;Mexiko
pl-k00123466;;532938;Luis Romo;Mexiko
pl-k00123544;;677509;Jesse Randall;Neuseeland
pl-k00123545;500000.0;617019;Matthew Garbett;Neuseeland
pl-k00123553;600000.0;617021;Ben Old;Neuseeland
pl-k00123555;3000000.0;617018;Marko Stamenić;Neuseeland
pl-k00123588;1500000.0;620164;Haissem Hassan;Ägypten
pl-k00123602;35000000.0;565093;Bart Verbruggen;Niederlande
pl-k00123610;80000000.0;683840;Pedri;Spanien
pl-k00123794;35000000.0;568693;Pape Matar Sarr;Senegal
pl-k00123844;50000000.0;659813;Piero Hincapié;Ecuador
pl-k00123857;4000000.0;659804;John Mercado;Ecuador
pl-k00123858;;659806;Pedro Vite;Ecuador
pl-k00123957;50000000.0;607223;Rayan Cherki;Frankreich
pl-k00123960;;639027;Tae-seok Lee;Südkorea
pl-k00123962;1800000.0;706963;Han-beom Lee;Südkorea
pl-k00123977;;706968;Ji-sung Eom;Südkorea
pl-k00123994;34000000.0;435772;Charles De Ketelaere;Belgien
pl-k00124076;50000000.0;536835;Amad Diallo;Elfenbeinküste
pl-k00124100;600000.0;401736;Yaya Sithole;Südafrika
pl-k00124742;600000.0;181921;Paul Izzo;Australien
pl-k00124769;;691326;Kai Trewin;Australien
pl-k00124790;1400000.0;591844;Joe Gauci;Australien
pl-k00124795;800000.0;556038;Nathaniel Atkinson;Australien
pl-k00124798;;522223;Connor Metcalfe;Australien
pl-k00124901;1200000.0;399162;Cammy Devlin;Australien
pl-k00124927;160000000.0;581678;Jude Bellingham;England
pl-k00124952;35000000.0;262749;David Raya;Spanien
pl-k00124965;30000000.0;324358;Ollie Watkins;England
pl-k00124974;65000000.0;583255;Antoine Semenyo;Ghana
pl-k00125047;8000000.0;483348;Djed Spence;England
pl-k00125107;;560423;Meshaal Barsham;Katar
pl-k00125116;;260859;Hassan Kadesh;Saudi-Arabien
pl-k00125119;;509911;Nasser Al-Dawsari;Saudi-Arabien
pl-k00125123;650000.0;242267;Saleh Al-Shehri;Saudi-Arabien
pl-k00125129;800000.0;883122;Anas Haj Mohamed;Tunesien
pl-k00125171;65000000.0;479999;Eberechi Eze;England
pl-k00125181;130000000.0;566723;Michael Olise;Frankreich
pl-k00125266;18000000.0;484988;Logan Costa;Kap Verde
pl-k00125269;15000000.0;533295;Patrick Wimmer;Österreich
pl-k00125275;28000000.0;591949;Aaron Hickey;Schottland
pl-k00125311;2500000.0;347138;Lyndon Dykes;Schottland
pl-k00125406;2800000.0;447995;Ross Stewart;Schottland
pl-k00125655;300000.0;576099;Joseph Anang;Ghana
pl-k00125842;8000000.0;637446;Alistair Johnston;Kanada
pl-k00125872;;734761;Sebastian Berhalter;USA
pl-k00125875;;441738;Joel Waterman;Kanada
pl-k00125972;800000.0;626764;Livano Comenencia;Curacao
pl-k00126071;1700000.0;742770;Mohamed Touré;Australien
pl-k00126161;15000000.0;668606;Yuito Suzuki;Japan
pl-k00126190;10000000.0;593482;Azzedine Ounahi;Marokko
pl-k00126192;1000000.0;492556;Oston Urunov;Usbekistan
pl-k00126214;22000000.0;429915;Maxim De Cuyper;Belgien
pl-k00126539;;588989;Jhon Arias;Kolumbien
pl-k00126579;70000000.0;661171;Willian Pacho;Ecuador
pl-k00126584;5000000.0;450241;Angelo Preciado;Ecuador
pl-k00126585;;400960;Alan Franco;Ecuador
pl-k00126589;110000000.0;687626;Moisés Caicedo;Ecuador
pl-k00126598;8000000.0;387110;Petar Musa;Kroatien
pl-k00126697;1000000.0;974374;Anthony Valencia;Ecuador
pl-k00126826;7000000.0;676318;Facundo Pellistri;Uruguay
pl-k00126831;85000000.0;648195;Enzo Fernández;Argentinien
pl-k00126882;9000000.0;707447;Emiliano Martínez;Uruguay
pl-k00126894;4000000.0;756494;Juan José Cáceres;Paraguay
pl-k00128521;;735573;Richard Ríos;Kolumbien
pl-k00128608;;508237;Bum-keun Song;Südkorea
pl-k00128763;800000.0;288883;Rustam Ashurmatov;Usbekistan
pl-k00128790;;500763;Marvin Keller;Schweiz
pl-k00128826;;260857;Jamshid Iskanderov;Usbekistan
pl-k00128894;;365377;Jin-gyu Kim;Südkorea
pl-k00128987;38000000.0;601883;Matheus Nunes;Portugal
pl-k00129004;;639414;Young-woo Seol;Südkorea
pl-k00129073;3500000.0;424784;Luis Suárez;Kolumbien
pl-k00129218;32000000.0;608172;Ardon Jashari;Schweiz
pl-k00129278;6000000.0;485963;Pape Gueye;Senegal
pl-k00129313;3000000.0;791528;Telmo Arcanjo;Kap Verde
pl-k00129317;45000000.0;549006;Gonçalo Inácio;Portugal
pl-k00129372;27000000.0;493003;Daniel Muñoz;Kolumbien
pl-k00129414;24000000.0;368891;Arthur Theate;Belgien
pl-k00129425;8000000.0;420808;George Hirst;Schottland
pl-k00129671;35000000.0;691892;Nathaniel Brown;Deutschland
pl-k00130230;24000000.0;800175;Luiz Henrique;Brasilien
pl-k00130252;16000000.0;404950;Nicolas Seiwald;Österreich
pl-k00130288;;724443;Brian Gutiérrez;Mexiko
pl-k00130356;35000000.0;434224;Maxence Lacroix;Frankreich
pl-k00130586;10000000.0;502722;Luka Sucic;Kroatien
pl-k00130739;9000000.0;683895;Emmanuel Agbadou;Elfenbeinküste
pl-k00130790;12000000.0;613725;İsmail Yüksek;Türkei
pl-k00130792;3500000.0;480705;Cherif Ndiaye;Senegal
pl-k00130795;4500000.0;308439;Patrick Berg;Norwegen
pl-k00131106;1800000.0;639246;Hyeon-gyu Oh;Südkorea
pl-k00131344;5000000.0;662131;Ahmetcan Kaplan;Türkei
pl-k00131539;70000000.0;475959;Josko Gvardiol;Kroatien
pl-k00131547;4000000.0;334802;Jan Kuchta;Tschechien
pl-k00131579;300000.0;536520;Ruben Providence;Haiti
pl-k00131658;;684307;Youssef Amyn;Irak
pl-k00131688;;519184;Amar Dedić;Bosnien-Herzegowina
pl-k00131702;17000000.0;371001;Josip Sutalo;Kroatien
pl-k00131780;22000000.0;382528;Kerem Aktürkoğlu;Türkei
pl-k00131834;;77127;Hernán Galíndez;Ecuador
pl-k00131847;250000.0;430824;Peter Gwargis;Irak
pl-k00131854;60000000.0;567576;Elliot Anderson;England
pl-k00131930;8000000.0;507341;Fabian Rieder;Schweiz
pl-k00131945;35000000.0;620322;Malo Gusto;Frankreich
pl-k00132051;22000000.0;808509;Danilo;Brasilien
pl-k00132098;12000000.0;490384;Koni De Winter;Belgien
pl-k00132107;32000000.0;702869;Ismael Saibari;Marokko
pl-k00132159;3000000.0;830890;Marvin Senaya;Ghana
pl-k00132220;;652060;Denis Visinsky;Tschechien
pl-k00132314;;675178;Isidro Pitta;Paraguay
pl-k00132544;100000.0;838947;Alexandre Pierre;Haiti
pl-k00132694;5000000.0;855731;Jordan Bos;Australien
pl-k00132741;12000000.0;659542;Elye Wahi;Elfenbeinküste
pl-k00132788;13000000.0;496745;Emil Holm;Schweden
pl-k00132802;300000.0;539677;Sebastian Tounekti;Tunesien
pl-k00132816;;580451;Martin Baturina;Kroatien
pl-k00133004;60000000.0;709187;Nico Williams;Spanien
pl-k00133116;30000000.0;476701;Manuel Ugarte;Uruguay
pl-k00133182;;680506;José Andrés Hurtado;Ecuador
pl-k00133238;30000000.0;487474;Francisco Conceição;Portugal
pl-k00133267;;266935;Mohammed Muntari;Katar
pl-k00133274;6000000.0;982267;Ibrahim Sulemana;Ghana
pl-k00133304;;416090;Julián Quiñones;Mexiko
pl-k00133310;;343974;Mohamed Hany;Ägypten
pl-k00133311;;237425;Yasser Ibrahim;Ägypten
pl-k00133370;800000.0;594273;Jeremy Antonisse;Curacao
pl-k00133399;;452483;David Affengruber;Österreich
pl-k00133422;45000000.0;623570;Iliman Ndiaye;Senegal
pl-k00133439;;508366;Tae-hyeon Kim;Südkorea
pl-k00133529;4000000.0;822458;Bamba Dieng;Senegal
pl-k00133547;30000000.0;548193;Zeno Debast;Belgien
pl-k00133569;;683271;Tomoki Hayakawa;Japan
pl-k00133609;25000000.0;659459;Carney Chukwuemeka;Österreich
pl-k00133745;700000.0;81796;Sung-yueng Ki;Südkorea
pl-k00133783;14000000.0;670103;Andreas Schjelderup;Norwegen
pl-k00133786;22000000.0;579287;Daniel Svensson;Schweden
pl-k00133862;;867762;Patrick Yazbek;Australien
pl-k00133883;;561212;Yu-min Cho;Südkorea
pl-k00133933;;765504;Chris Brady;USA
pl-k00133968;;842420;Nathan-Dylan Saliba;Kanada
pl-k00134174;1000000.0;620560;Ivan Basic;Bosnien-Herzegowina
pl-k00134218;7000000.0;810096;Ismaël Gharbi;Tunesien
pl-k00134234;22000000.0;658536;Simon Adingra;Elfenbeinküste
pl-k00134321;;861852;Damián Bobadilla;Paraguay
pl-k00134333;11000000.0;745191;Ramón Sosa;Paraguay
pl-k00134390;;358418;Gabriel Ávalos;Paraguay
pl-k00134479;1200000.0;679423;Tarik Muharemović;Bosnien-Herzegowina
pl-k00134534;;888140;Nishan Velupillay;Australien
pl-k00134779;3500000.0;548254;Nathan Ngoy;Belgien
pl-k00135031;45000000.0;861410;Arda Güler;Türkei
pl-k00135040;;457738;Jovo Lukić;Bosnien-Herzegowina
pl-k00135043;4000000.0;891998;Antoine Mendy;Senegal
pl-k00135245;400000.0;504107;Edi Semedo;Kap Verde
pl-k00135290;800000.0;680218;Matthieu Epolo;DR Kongo
pl-k00135346;6000000.0;635645;Aurèle Amenda;Schweiz
pl-k00135361;2000000.0;853110;Hyun-jun Yang;Südkorea
pl-k00135484;6000000.0;798404;Alidu Seidu;Ghana
pl-k00135506;3500000.0;360412;Jordy Caicedo;Ecuador
pl-k00135523;1200000.0;295024;Samet Akaydin;Türkei
pl-k00135740;2500000.0;546712;Anis Slimane;Tunesien
pl-k00135744;6000000.0;514887;Aral Şimşir;Türkei
pl-k00135917;;530527;Merchas Doski;Irak
pl-k00136083;9000000.0;548729;Zeki Amdouni;Schweiz
pl-k00136321;;741098;César Yanis;Panama
pl-k00136435;5000000.0;434116;Alexander Prass;Österreich
pl-k00136538;;663961;Tyrick Bodak;Curacao
pl-k00136539;350000.0;433933;Kevin Felida;Curacao
pl-k00136686;1200000.0;646108;Louicius Deedson;Haiti
pl-k00136731;2000000.0;739769;Ilan Kebbal;Algerien
pl-k00136758;;677278;Ibrahim Adel;Ägypten
pl-k00136773;;617009;Alex Paulsen;Neuseeland
pl-k00136788;;225068;Alex Grant;Australien
pl-k00136888;600000.0;646991;Robin Roefs;Niederlande
pl-k00136965;;436372;Teboho Mokoena;Südafrika
pl-k00136970;;746781;Evidence Makgopa;Südafrika
pl-k00137012;75000.0;150788;Yahya Al-Shehri;Saudi-Arabien
pl-k00137164;;1239247;Belmar Joseph;Haiti
pl-k00137173;3500000.0;645589;Elias Achouri;Tunesien
pl-k00137174;650000.0;820252;Benchimol;Kap Verde
pl-k00137234;;889435;Obed Vargas;Mexiko
pl-k00137302;5000000.0;592403;Adem Zorgane;Algerien
pl-k00137656;650000.0;291758;Ahmet Oğuz;Türkei
pl-k00137668;1500000.0;230921;Mortadha Ben Ouanes;Tunesien
pl-k00137741;2000000.0;408563;Jerome Opoku;Ghana
pl-k00137760;32000000.0;876631;Habib Diarra;Senegal
pl-k00137800;;526466;Elias Saad;Tunesien
pl-k00138529;65000000.0;792380;Aleksandar Pavlovic;Deutschland
pl-k00138530;14000000.0;900909;Paul Wanner;Österreich
pl-k00138680;1200000.0;572519;Ar'jany Martha;Curacao
pl-k00138684;14000000.0;921655;Ismaël Koné;Kanada
pl-k00138719;40000000.0;742201;Giuliano Simeone;Argentinien
pl-k00138744;40000000.0;646740;Gavi;Spanien
pl-k00138868;750000.0;579294;Aimar Sher;Irak
pl-k00139020;;710969;Samed Bazdar;Bosnien-Herzegowina
pl-k00139075;3500000.0;603149;Mohammad Mohebi;Iran
pl-k00139246;;673513;Mohamed Belhadj Mahmoud;Tunesien
pl-k00139251;;682225;Ahmad Assaf;Jordanien
pl-k00139300;4000000.0;579263;Augustine Boakye;Ghana
pl-k00139302;32000000.0;746910;Mohamed Amoura;Algerien
pl-k00139304;55000000.0;557459;Micky van de Ven;Niederlande
pl-k00139305;32000000.0;894914;Antonio Nusa;Norwegen
pl-k00139390;4500000.0;652537;Gue-sung Cho;Südkorea
pl-k00140663;;799993;Ayoube Amaimouni-Echghouyab;Marokko
pl-k00140879;70000000.0;708265;Bradley Barcola;Frankreich
pl-k00140950;100000.0;913660;Redouane Halhal;Marokko
pl-k00140953;;827734;Ange-Yoan Bonny;Elfenbeinküste
pl-k00141102;45000000.0;776890;Nicolas Jackson;Senegal
pl-k00141205;;549378;Sander Tangvik;Norwegen
pl-k00141214;5000000.0;485395;Gustaf Lagerbielke;Schweden
pl-k00141222;;833817;Ahmed Qasem;Irak
pl-k00141224;3000000.0;633454;Alexander Bernhardsson;Schweden
pl-k00141284;45000000.0;745200;Maghnes Akliouche;Frankreich
pl-k00141367;18000000.0;655006;Diego Moreira;Belgien
pl-k00141370;110000000.0;670681;João Neves;Portugal
