ID;Marktwert TM;TM-ID;TM-Name;Verein
pl-k00141474;40000000.0;552955;Santiago Gimenez;Mexiko
pl-k00141476;;602324;Érik Lira;Mexiko
pl-k00141489;;185372;Igor Sergeev;Usbekistan
pl-k00141673;6000000.0;956920;Nestory Irankunda;Australien
pl-k00143231;;867137;Alessandro Circati;Australien
pl-k00143329;1000000.0;834397;Mike Penders;Belgien
pl-k00143335;3000000.0;686845;Zidane Iqbal;Irak
pl-k00143407;10000000.0;539798;Luca Jaquez;Schweiz
pl-k00143445;;964580;Wesley;Brasilien
pl-k00143483;40000000.0;632349;Jarell Quansah;England
pl-k00143488;4000000.0;844637;Marc Pubill;Spanien
pl-k00143512;10000000.0;719673;Ben Gannon-Doak;Schottland
pl-k00143529;3000000.0;566025;Mohamed Abdelmonem;Ägypten
pl-k00143531;;340303;Hamdy Fathy;Ägypten
pl-k00143569;;724809;Finn Surman;Neuseeland
pl-k00143575;;598506;Soufiane Rahimi;Marokko
pl-k00143579;;623965;João Paulo;Kap Verde
pl-k00143659;8000000.0;688707;Salis Abdul Samed;Ghana
pl-k00143899;5000000.0;847279;Oumar Diakité;Elfenbeinküste
pl-k00143945;2000000.0;628834;Danley Jean Jacques;Haiti
pl-k00144041;;971570;Endrick;Brasilien
pl-k00144238;;901181;Musab Al-Juwayr;Saudi-Arabien
pl-k00144265;;983578;Patrick Beach;Australien
pl-k00144394;;848856;Junnosuke Suzuki;Japan
pl-k00144510;;908728;Si-woo Jin;Südkorea
pl-k00144518;90000000.0;914562;Désiré Doué;Frankreich
pl-k00144561;;985806;Alex Freeman;USA
pl-k00144605;;972465;Tani Oluwaseyi;Kanada
pl-k00144663;30000000.0;654982;Bilal El Khannouss;Marokko
pl-k00144754;25000000.0;805714;Renato Veiga;Portugal
pl-k00144841;25000000.0;996897;Diego Gómez;Paraguay
pl-k00144871;13000000.0;849410;Valentín Barco;Argentinien
pl-k00145410;6000000.0;893661;Joel Ordóñez;Ecuador
pl-k00145425;3000000.0;897051;Alan Minda;Ecuador
pl-k00145451;800000.0;668495;Marcelo Flores;Kanada
pl-k00145456;;356042;Carlos Acevedo;Mexiko
pl-k00145459;;687558;Israel Reyes;Mexiko
pl-k00145558;;661269;Matías Galarza;Paraguay
pl-k00145676;12000000.0;955070;Ernest Nuamah;Ghana
pl-k00145891;5000000.0;727089;Noah Sadiki;DR Kongo
pl-k00146019;50000.0;931668;Elias Benkara;Algerien
pl-k00146045;22000000.0;743384;Chemsdine Talbi;Marokko
pl-k00146190;25000000.0;910905;Mamadou Sarr;Senegal
pl-k00146196;50000000.0;810092;Warren Zaïre-Emery;Frankreich
pl-k00146292;45000000.0;816585;Can Uzun;Türkei
pl-k00146999;6000000.0;392179;Hjalmar Ekdal;Schweden
pl-k00147020;2000000.0;750903;Jaouen Hadjam;Algerien
pl-k00147223;9000000.0;331059;Luis Chávez;Mexiko
pl-k00147419;7000000.0;903611;Nilson Angulo;Ecuador
pl-k00147672;4500000.0;500054;David Jurásek;Tschechien
pl-k00147673;;493758;David Doudera;Tschechien
pl-k00147699;;611049;Lukas Cerv;Tschechien
pl-k00147716;;405855;Mojmír Chytil;Tschechien
pl-k00147775;;944827;Stepan Chaloupek;Tschechien
pl-k00147820;45000000.0;974982;Ousmane Diomande;Elfenbeinküste
pl-k00147890;7000000.0;620217;Robin Hranac;Tschechien
pl-k00147896;;668167;Samir Chergui;Algerien
pl-k00147948;800000.0;911985;Mohamed Koné;Elfenbeinküste
pl-k00147960;3500000.0;763182;Josué Casimir;Haiti
pl-k00148046;;679709;Steve Kapuadi;DR Kongo
pl-k00148180;3500000.0;395685;Gédéon Kalulu;DR Kongo
pl-k00148187;15000000.0;855015;Farès Chaïbi;Algerien
pl-k00148383;;611855;Sidny Lopes Cabral;Kap Verde
pl-k00148545;600000.0;840254;Nadhir Benbouali;Algerien
pl-k00148588;;647384;Thelo Aasgaard;Norwegen
pl-k00148743;700000.0;164915;Lionel Mpasi-Nzau;DR Kongo
pl-k00148899;;708989;Deveron Fonville;Curacao
pl-k00149092;2500000.0;418651;Yahia Fofana;Elfenbeinküste
pl-k00149093;3000000.0;592979;Himad Abdelli;Algerien
pl-k00149102;10000000.0;743515;Robin Risser;Frankreich
pl-k00149128;7000000.0;1072017;Wagner Pina;Kap Verde
pl-k00149146;600000.0;905011;Ibrahim Maza;Algerien
pl-k00149335;25000000.0;415381;Mats Wieffer;Niederlande
pl-k00149496;;676411;Dailon Livramento;Kap Verde
pl-k00149895;;784575;Mehdi Dorval;Algerien
pl-k00150098;18000000.0;711980;Guéla Doué;Elfenbeinküste
pl-k00150138;5000000.0;925862;Esmir Bajraktarevic;Bosnien-Herzegowina
pl-k00150653;25000000.0;661207;Oscar Bobb;Norwegen
pl-k00150687;25000000.0;503075;Isak Hien;Schweden
pl-k00150715;25000000.0;739443;Igor Thiago;Brasilien
pl-k00150818;;1051609;Raymond Asante;Ghana
pl-k00150839;;549440;Jacob Widell Zetterström;Schweden
pl-k00151785;;264909;Ali Lajami;Saudi-Arabien
pl-k00151835;12000000.0;689637;Chadi Riad;Marokko
pl-k00151939;40000000.0;820374;Kobbie Mainoo;England
pl-k00151949;4500000.0;787907;Benjamin Tahirović;Bosnien-Herzegowina
pl-k00151950;150000.0;814848;Owen Goodman;Kanada
pl-k00151955;30000000.0;667287;Yasin Ayari;Schweden
pl-k00151994;;886183;Nawaf Al-Aqidi;Saudi-Arabien
pl-k00151999;;735813;Jassem Gaber;Katar
pl-k00152040;65000000.0;948294;Nico Paz;Argentinien
pl-k00152043;40000000.0;743413;Nico O'Reilly;England
pl-k00152134;;844797;José Manuel López;Argentinien
pl-k00152144;35000000.0;904802;Jorrel Hato;Niederlande
pl-k00152225;;715653;Besfort Zeneli;Schweden
pl-k00152229;;1057849;Zakaria Hawsawi;Saudi-Arabien
pl-k00152337;5000000.0;684159;Kevin Rodríguez;Ecuador
pl-k00152382;1300000.0;380744;Egil Selvik;Norwegen
pl-k00152578;150000.0;331975;Jeppe Simonsen;Haiti
pl-k00152897;12000000.0;1016015;Ngal'ayel Mukau;DR Kongo
pl-k00153055;4000000.0;624913;Parfait Guiagon;Elfenbeinküste
pl-k00153445;5000000.0;957461;Andrés Gómez;Kolumbien
pl-k00153481;3000000.0;936981;Gustavo Puerta;Kolumbien
pl-k00153492;40000000.0;866246;Lucas Bergvall;Schweden
pl-k00153529;;734676;Jonas Adjetey;Ghana
pl-k00153662;25000000.0;643574;Kaishu Sano;Japan
pl-k00153748;;708005;Tyrese Noslin;Curacao
pl-k00153779;30000000.0;927353;Johan Manzambi;Schweiz
pl-k00154062;3000000.0;724129;Matias Fernandez-Pardo;Belgien
pl-k00154134;;993063;Max Arfsten;USA
pl-k00154187;8000000.0;1089202;Moïse Bombito;Kanada
pl-k00154861;;597728;Marcel Ruiz;Mexiko
pl-k00155533;30000000.0;918969;Lamine Camara;Senegal
pl-k00155566;350000.0;1015401;Paul Reverson;Ghana
pl-k00155772;120000000.0;937958;Lamine Yamal;Spanien
pl-k00155823;40000000.0;892160;Luka Vuskovic;Kroatien
pl-k00155858;4000000.0;893659;Yaimar Medina;Ecuador
pl-k00155860;;1052439;Kendry Páez;Ecuador
pl-k00155868;30000000.0;668207;Petar Sučić;Kroatien
pl-k00156015;60000000.0;1075147;Lennart Karl;Deutschland
pl-k00156130;;1012564;Rayan;Brasilien
pl-k00156476;;698415;José Córdoba;Panama
pl-k00156642;;1074501;Cristhian Loor;Ecuador
pl-k00156656;5500000.0;941418;Denil Castillo;Ecuador
pl-k00156668;35000000.0;763079;Abdukodir Khusanov;Usbekistan
pl-k00156671;;989069;Jakhongir Urozov;Usbekistan
pl-k00156678;600000.0;837432;Umarali Rakhmonaliev;Usbekistan
pl-k00156680;;989068;Sherzod Esanov;Usbekistan
pl-k00156869;;912081;Jun-ho Bae;Südkorea
pl-k00157020;30000000.0;962110;Pau Cubarsí;Spanien
pl-k00157077;;877672;Ali Jasim;Irak
pl-k00157528;4500000.0;661427;David Møller Wolfe;Norwegen
pl-k00157538;;1045375;Niko Sigur;Kanada
pl-k00157541;;432758;Toni Fruk;Kroatien
pl-k00157754;600000.0;981196;Joaquin Seys;Belgien
pl-k00157847;5000000.0;857948;Kevin Castaño;Kolumbien
pl-k00157873;;1086701;Jussef Nasrawe;Irak
pl-k00158117;;860998;Azarias Londoño;Panama
pl-k00158296;12000000.0;1061282;Assane Diao;Senegal
pl-k00158506;;638990;Amar Memić;Bosnien-Herzegowina
pl-k00158727;500000.0;255788;Cameron Burgess;Australien
pl-k00158935;8000000.0;901019;Neil El Aynaoui;Marokko
pl-k00159168;;393999;Florian Wiegele;Österreich
pl-k00159278;7000000.0;1072017;Wagner Pina;Kap Verde
pl-k00159373;7000000.0;864306;Rafik Belghali;Algerien
pl-k00159375;4500000.0;820474;Zakaria El Ouahdi;Marokko
pl-k00159415;3500000.0;1119447;Christopher Bonsu Baah;Ghana
pl-k00159775;400000.0;754040;Ruslanbek Jiyanov;Usbekistan
pl-k00159810;300000.0;921995;Luc De Fougerolles;Kanada
pl-k00159983;1200000.0;840836;Hélio Varela;Kap Verde
pl-k00160199;;971663;Jeremy Arévalo;Ecuador
pl-k00160498;;803049;Ermin Mahmic;Bosnien-Herzegowina
pl-k00160664;;854382;Monsef Bakrar;Algerien
pl-k00161073;;1069801;Olwethu Makhanya;Südafrika
pl-k00161351;1500000.0;570781;Ilay Camara;Senegal
pl-k00161633;40000000.0;1097139;Ayyoub Bouaddi;Marokko
pl-k00161642;16000000.0;1100642;Yusuf Akçiçek;Türkei
pl-k00162106;;1109358;Lachlan Bayliss;Neuseeland
pl-k00162762;500000.0;1051589;Kasra Taheri;Iran
pl-k00162785;;578419;Federico Viñas;Uruguay
pl-k00162898;8000000.0;929994;Kerim Alajbegovic;Bosnien-Herzegowina
pl-k00163051;;258304;Ricardo Goss;Südafrika
pl-k00163067;;399068;Nkosinathi Sibisi;Südafrika
pl-k00163078;;450806;Khuliso Mudau;Südafrika
pl-k00163084;;804472;Jayden Adams;Südafrika
pl-k00163113;;560952;Ahmed Basil Fadhil;Irak
pl-k00163114;;949320;Ahmed Yahya;Irak
pl-k00163117;;437982;Oussama Benbout;Algerien
pl-k00163118;;592396;Mohamed Amine Tougai;Algerien
pl-k00163127;;560957;Ibrahim Bayesh;Irak
pl-k00163129;;303766;Amir Al-Ammari;Irak
pl-k00163131;;1032334;Haydeer Abdulkareem;Irak
pl-k00163134;;401054;Aymen Hussein;Irak
pl-k00163135;2000000.0;610581;Ali Al-Hamadi;Irak
pl-k00163293;;882197;Abdallah Nasib;Jordanien
pl-k00163294;;883111;Mohannad Abu Taha;Jordanien
pl-k00163295;;734751;Nizar Al-Rashdan;Jordanien
pl-k00163300;;664057;Ali Olwan;Jordanien
pl-k00163301;;561485;Noor Al-Rawabdeh;Jordanien
pl-k00163310;;261842;Rajaei Ayed;Jordanien
pl-k00163312;;261850;Yazeed Abulaila;Jordanien
pl-k00163313;;401086;Mahmoud Al-Mardi;Jordanien
pl-k00163335;;570272;Abdulla Abdullaev;Usbekistan
pl-k00163337;;527866;Abduvokhid Nematov;Usbekistan
pl-k00163340;;608537;Sherzod Nasrullaev;Usbekistan
pl-k00163342;;312690;Botirali Ergashev;Usbekistan
pl-k00163343;;493725;Umar Eshmurodov;Usbekistan
pl-k00163345;;431911;Aziz Ganiev;Usbekistan
pl-k00164025;;347932;Guillermo Martínez;Mexiko
pl-k00164068;8000000.0;1130514;Samir El Mourabet;Marokko
pl-k00164170;;670659;Ahmed Al-Ganehi;Katar
pl-k00164204;;737524;Hossam Abdelmaguid;Ägypten
pl-k00164206;;658805;Abdallah Al-Fakhouri;Jordanien
pl-k00164207;;658807;Saleem Obaid;Jordanien
pl-k00164234;;931147;Zaid Tahseen;Irak
pl-k00164244;1200000.0;625142;Zineddine Belaid;Algerien
pl-k00164281;;177956;Ahmed Al-Kassar;Saudi-Arabien
pl-k00164282;;478192;Mehdi Ghayedi;Iran
pl-k00164297;;933541;Akam Hashem;Irak
pl-k00164331;;741580;Dario Naamo;Irak
pl-k00164366;1300000.0;287700;Mohamed Fares;Algerien
pl-k00164398;;1111589;El Hadji Malick Diouf;Senegal
pl-k00164434;;963314;Abdihakim Ali;Schweden
pl-k00164504;;1151929;Gessime Yassine;Marokko
pl-k00165013;2000000.0;917911;Anis Hadj Moussa;Algerien
pl-k00165535;2500000.0;1144627;Kento Shiogai;Japan
pl-k00165936;;663153;Marko Farji;Irak
pl-k00165980;800000.0;856087;Mohammad Ghorbani;Iran
pl-k00166081;;966312;Sohaib Naïr;Algerien
pl-k00166588;;585747;Juan Portilla;Kolumbien
pl-k00166769;;403809;Jiovany Ramos;Panama
pl-k00166848;;970518;Álex Arce;Paraguay
pl-k00167795;;609691;Wilguens Paugain;Haiti
pl-k00168538;;802855;Raúl Rangel;Mexiko
pl-k00168586;1000000.0;923177;Edgardo Fariña;Panama
pl-k00168935;;952341;Mustafa Saadoon;Irak
pl-k00169048;;707347;Christophe Kabongo;Tschechien
pl-k00169114;;729390;Mahmoud Saber;Ägypten
pl-k00169120;;891672;Gustavo Caballero;Paraguay
pl-k00169163;1500000.0;1007720;Tyler Bindon;Neuseeland
pl-k00169646;;1240763;Caleb Yirenkyi;Ghana
pl-k00169695;3000000.0;1017261;Amin Chiakha;Algerien
pl-k00169738;;826103;Alexandr Sojka;Tschechien
pl-k00170043;5000000.0;748445;Yassine Titraoui;Algerien
pl-k00170138;13000000.0;888785;Promise David;Kanada
pl-k00171059;;464469;Torbjørn Heggem;Norwegen
pl-k00171525;25000000.0;1185888;Ibrahim Mbaye;Senegal
pl-k00172054;;1063292;Deniz Gül;Türkei
pl-k00172178;;1279526;Christ Inao Oulaï;Elfenbeinküste
pl-k00172237;3500000.0;734799;Prince Adu;Ghana
pl-k00172933;750000.0;1082993;Findlay Curtis;Schottland
pl-k00173156;;207061;Francis de Vries;Neuseeland
pl-k00173161;;1279984;Lucas Herrington;Australien
pl-k00173746;1000000.0;819566;Nidal Celik;Bosnien-Herzegowina
pl-k00174370;;935231;Víctor Muñoz;Spanien
pl-k00174671;;916623;Keisuke Goto;Japan
pl-k00174699;;1155723;Gilberto Mora;Mexiko
pl-k00174794;25000000.0;1067904;Bazoumana Touré;Elfenbeinküste
pl-k00176299;45000000.0;1390649;Yan Diomande;Elfenbeinküste
pl-k00176354;;743088;Henrik Falchener;Norwegen
pl-k00176368;;1175086;Samukele Kabini;Südafrika
pl-k00177011;;869509;Moteb Al-Harbi;Saudi-Arabien
pl-k00177016;;337884;Iqraam Rayners;Südafrika
pl-k00177713;;1206877;Hugo Sochurek;Tschechien
pl-k00177919;;1066953;Mateo Chávez;Mexiko
pl-k00177969;;821377;Nawaf Boushal;Saudi-Arabien
pl-k00177972;;901079;Ziyad Al-Johani;Saudi-Arabien
pl-k00177974;;270377;Abdullah Al-Salem;Saudi-Arabien
pl-k00177978;;672391;Ali Majrashi;Saudi-Arabien
pl-k00177981;;443379;Jorge Gutiérrez;Panama
pl-k00178067;;1273985;Rayan Elloumi;Tunesien
pl-k00179915;;1142382;Ibrahim Sabra;Jordanien
pl-k00180202;;1113451;Kojo Peprah Oppong;Ghana
pl-k00180334;;953150;Hazem Mastouri;Tunesien
pl-k00181348;;1071742;Adem Arous;Tunesien
pl-k00181848;;1064377;Paul Okon-Engstler;Australien
pl-k00182019;;1371519;Alexandro Maidana;Paraguay
pl-k00182504;;210349;Sultan Mandash;Saudi-Arabien
pl-k00182644;;901129;Saleh Abu Al-Shamat;Saudi-Arabien
pl-k00182788;;1181852;Mohammed Abu Al-Shamat;Saudi-Arabien
pl-k00182789;;901334;Jehad Thakri;Saudi-Arabien
pl-k00182969;2000000.0;217886;Óscar Romero;Paraguay
pl-k00183117;;261837;Noureddin Bani Attiah;Jordanien
pl-k00183122;;658052;Mohammad Abualnadi;Jordanien
pl-k00183124;;561481;Saed Al-Rosan;Jordanien
pl-k00183130;;744040;Amer Jamous;Jordanien
pl-k00183135;;677986;Shararh;Jordanien
pl-k00183139;;1059056;Ali Azaizeh;Jordanien
pl-k00183142;;658805;Abdallah Al-Fakhouri;Jordanien
pl-k00183298;;562022;Akmal Mozgovoy;Usbekistan
pl-k00183407;400000.0;504107;Edi Semedo;Kap Verde
pl-k00184849;;669629;Mahmoud Abunada;Katar
pl-k00184850;;1054631;Ayoub Al-Oui;Katar
pl-k00184851;;1143849;Tahsin Mohammed Jamshid;Katar
pl-k00184852;;822935;Mohamed Al-Mannai;Katar
pl-k00185671;;1312046;Benjamin;Ghana
pl-k00186204;;895291;Husam Abu Dahab;Jordanien
pl-k00186316;;943150;Al-Hashmi Al-Hussain;Katar
pl-k00186356;;837619;Armando González;Mexiko
pl-k00186383;;518804;Youssef Belammari;Marokko
pl-k00186771;;453370;Sipho Chaine;Südafrika
pl-k00186772;;1109254;Thabang Matuludi;Südafrika
pl-k00186773;;1378320;Mbekezeli Mbokazi;Südafrika
pl-k00186804;;1283140;Khulumani Ndamane;Südafrika
pl-k00186805;;735697;Thalente Mbatha;Südafrika
pl-k00186806;;1125037;Relebohile Mofokeng;Südafrika
pl-k00186807;;844485;Tshepang Moremi;Südafrika
pl-k00187286;;748443;Adil Boulbina;Algerien
pl-k00187495;;1156479;Redouane Berkane;Algerien
pl-k00187691;;1497653;Bara Sapoko Ndiaye;Senegal
pl-k00192544;;1241373;Bruno Caicedo;Ecuador
pl-k00193378;;295381;Sabri Ben Hessen;Tunesien
pl-k00194142;;1018449;Adam Stroud;Schweden
pl-k00194337;;994370;Kamogelo Sebelebele;Südafrika
pl-k00194341;;1264176;Issa Laye;Katar
pl-k00194733;100000.0;838947;Alexandre Pierre;Haiti
pl-k00195271;;945266;Manaf Younis;Irak
pl-k00195273;;1132850;Zaid Ismail;Irak
pl-k00195274;;576265;Ali Yousif;Irak
pl-k00195395;;883111;Mohannad Abu Taha;Jordanien
pl-k00195396;;310801;Mohammad Al-Dawoud;Jordanien
pl-k00195446;;1034598;Moutaz Neffati;Tunesien
pl-k00195655;;949929;Achref Abada;Algerien
pl-k00195663;;184818;Mohamed Awad;Ägypten
pl-k00196610;5500000.0;941418;Denil Castillo;Ecuador
pl-k00199799;;185363;Almahdi Ali;Katar
pl-k00200613;;543435;Maytham Jabbar;Irak
pl-k00200616;;619087;Karar Nabeel;Irak
pl-k00201006;;242991;Luis Caicedo;Ecuador
pl-k00201011;;538764;Avazbek Ulmasaliev;Usbekistan
